BASE_YEAR,BOAT_NO,PRACE_NCNT,N1CK_NCNT,N2CK_NCNT,N3CK_NCNT,AVRG_CKSN_SCORE_VALUE,YUNDAE_RT,BEST_SAIL_TIME_VALUE,N2JU_BEST_TIME_VALUE,N3JU_BEST_TIME_VALUE
2010,B2010025,82,22,15,12,5.91,45.1,01:49.4,01:49.4,01:47.6
2010,B2010001,85,11,19,11,5.13,35.3,01:48.3,01:48.3,01:47.7
2010,B2010002,64,6,7,14,4.78,20.3,01:49.3,01:49.3,01:48.1
2010,B2010003,21,3,9,3,6.24,57.1,01:49.2,01:49.2,01:48.3
2010,B2010005,77,4,7,23,4.66,14.3,01:49.1,01:49.1,01:47.8
2010,B2010006,67,10,11,12,5.04,31.3,01:48.0,01:48.0,01:47.5
2010,B2010008,88,16,13,17,5.33,33,01:48.8,01:48.8,01:47.8
2010,B2010009,54,9,9,9,5.17,33.3,01:48.3,01:48.3,01:47.7
2010,B2010011,37,6,8,9,5.76,37.8,01:48.3,01:48.3,01:47.5
2010,B2010012,76,5,16,19,5,27.6,01:49.2,01:49.2,01:49.3
2010,B2010014,89,16,10,17,5.13,29.2,01:49.2,01:49.2,01:48.1
2010,B2010015,57,6,12,8,5,31.6,01:50.1,01:50.1,01:47.6
2010,B2010017,87,8,15,11,4.49,26.4,01:48.1,01:48.1,01:48.3
2010,B2010018,55,13,6,6,5.29,34.5,01:47.4,01:47.4,01:48.9
2010,B2010020,83,14,11,19,5.27,30.1,01:48.0,01:48.0,01:47.9
2010,B2010021,86,14,18,12,5.34,37.2,01:49.4,01:49.4,01:47.8
2010,B2010023,68,19,14,7,6.31,48.5,01:48.3,01:48.3,01:50.3
2010,B2010024,48,6,6,10,4.56,25,01:50.7,01:50.7,01:49.5
2010,B2010095,69,7,10,12,4.48,24.6,01:49.1,01:49.1,01:47.0
2010,B2010094,60,10,8,10,4.9,30,01:48.7,01:48.7,01:47.8
2010,B2010093,82,9,11,18,4.76,24.4,01:49.0,01:49.0,01:48.6
2010,B2010092,75,12,11,17,4.96,30.7,01:49.5,01:49.5,01:47.0
2010,B2010091,71,6,11,13,4.8,23.9,01:49.0,01:49.0,01:48.2
2010,B2010090,84,11,14,14,4.87,29.8,01:48.6,01:48.6,01:49.1
2010,B2010089,84,11,17,16,5.29,33.3,01:48.5,01:48.5,01:47.3
2010,B2010087,76,20,18,10,6.29,50,01:47.8,01:47.8,01:48.5
2010,B2010086,44,16,8,4,6.52,54.5,01:47.8,01:47.8,01:47.8
2010,B2010084,56,6,11,11,5.18,30.4,01:50.0,01:50.0,01:48.9
2010,B2010083,81,20,15,12,5.98,43.2,01:47.5,01:47.5,01:50.4
2010,B2010081,85,28,13,12,6.35,48.2,01:48.0,01:48.0,01:47.6
2010,B2010080,83,12,14,20,5.42,31.3,01:48.0,01:48.0,01:47.5
2010,B2010079,82,8,13,8,4.18,25.6,01:49.9,01:49.9,01:48.1
2010,B2010077,87,14,17,21,5.78,35.6,01:48.6,01:48.6,01:48.1
2010,B2010076,85,9,9,15,4.29,21.2,01:49.4,01:49.4,01:47.0
2010,B2010074,74,12,9,12,4.69,28.4,01:48.7,01:48.7,01:49.2
2010,B2010073,74,7,15,13,4.81,29.7,01:48.7,01:48.7,01:47.4
2010,B2010071,75,8,15,11,4.72,30.7,01:49.0,01:49.0,01:47.6
2010,B2010070,68,6,4,17,4.31,14.7,01:51.2,01:51.2,01:47.9
2010,B2010068,65,11,16,7,5.18,41.5,01:48.8,01:48.8,01:46.0
2010,B2010067,85,11,17,14,5.11,32.9,01:47.8,01:47.8,01:47.7
2010,B2010065,72,4,15,12,4.67,26.4,01:49.4,01:49.4,01:47.2
2010,B2010064,82,16,12,8,4.99,34.1,01:48.5,01:48.5,01:47.4
2010,B2010062,82,16,14,17,5.48,36.6,01:47.4,01:47.4,01:47.0
2010,B2010061,84,28,15,11,6.57,51.2,01:47.6,01:47.6,01:47.6
2010,B2010059,76,19,14,9,5.8,43.4,01:48.1,01:48.1,01:47.8
2010,B2010058,83,9,22,11,5.24,37.3,01:50.2,01:50.2,01:48.5
2010,B2010056,65,8,8,8,4.38,24.6,01:48.9,01:48.9,01:48.2
2010,B2010055,70,14,14,11,5.67,40,01:48.2,01:48.2,01:47.0
2010,B2010053,83,25,6,19,5.86,37.3,01:47.5,01:47.5,01:47.5
2010,B2010052,84,10,11,12,4.64,25,01:49.4,01:49.4,01:48.1
2010,B2010050,70,12,12,9,5.3,34.3,01:49.8,01:49.8,01:49.7
2010,B2010049,74,15,14,8,5.23,39.2,01:48.7,01:48.7,01:48.0
2010,B2010048,71,12,11,11,5.32,32.4,01:49.2,01:49.2,01:46.5
2010,B2010046,69,13,15,11,5.57,40.6,01:47.9,01:47.9,01:47.9
2010,B2010045,64,9,11,13,5.34,31.3,01:49.5,01:49.5,01:48.7
2010,B2010043,72,14,10,16,5.36,33.3,01:47.3,01:47.3,01:48.0
2010,B2010042,70,12,5,16,4.87,24.3,01:48.7,01:48.7,01:48.1
2010,B2010040,71,9,8,15,4.63,23.9,01:49.3,01:49.3,01:47.3
2010,B2010039,76,15,21,9,6.17,47.4,01:49.2,01:49.2,01:47.8
2010,B2010037,72,12,10,12,4.9,30.6,01:48.8,01:48.8,01:48.7
2010,B2010036,71,11,9,14,5.18,28.2,01:48.5,01:48.5,01:47.3
2010,B2010034,75,18,13,13,5.83,41.3,01:48.5,01:48.5,01:48.2
2010,B2010033,75,14,7,10,4.91,28,01:48.9,01:48.9,01:47.0
2010,B2010031,77,14,12,14,5.14,33.8,01:48.3,01:48.3,01:47.8
2010,B2010030,53,9,10,7,5.11,35.8,01:49.0,01:49.0,01:48.2
2010,B2010028,68,8,13,15,5.18,30.9,01:48.9,01:48.9,01:47.8
2010,B2010027,63,12,7,18,5.52,30.2,01:48.2,01:48.2,01:47.6
2010,B2010026,82,15,15,15,5.43,36.6,01:48.5,01:48.5,01:48.2
2010,B2010004,81,14,19,11,5.52,40.7,01:48.5,01:48.5,01:48.7
2010,B2010007,72,10,12,7,4.81,30.6,01:47.6,01:47.6,01:47.7
2010,B2010010,69,12,18,6,5.64,43.5,01:48.2,01:48.2,01:47.7
2010,B2010013,70,7,15,13,5.36,31.4,01:48.4,01:48.4,01:47.7
2010,B2010016,85,27,17,16,6.61,51.8,01:47.7,01:47.7,01:47.0
2010,B2010019,85,22,14,11,5.79,42.4,01:47.8,01:47.8,01:48.3
2010,B2010022,65,6,10,15,4.77,24.6,01:49.0,01:49.0,01:49.2
2010,B2010029,74,11,16,11,5.58,36.5,01:48.5,01:48.5,01:47.5
2010,B2010032,76,9,13,14,4.93,28.9,01:49.2,01:49.2,01:47.5
2010,B2010035,79,24,22,9,6.85,58.2,01:47.7,01:47.7,01:47.1
2010,B2010038,71,9,16,9,5.08,35.2,01:49.6,01:49.6,01:48.2
2010,B2010041,73,14,11,11,5.16,34.2,01:49.4,01:49.4,01:48.2
2010,B2010044,85,16,15,11,5.25,36.5,01:48.8,01:48.8,01:48.2
2010,B2010047,82,12,17,11,5.17,35.4,01:49.5,01:49.5,01:48.6
2010,B2010051,75,8,14,12,5.04,29.3,01:48.7,01:48.7,01:48.4
2010,B2010054,83,12,20,19,5.84,38.6,01:47.4,01:47.4,01:48.6
2010,B2010057,83,15,12,15,5.3,32.5,01:48.5,01:48.5,01:48.2
2010,B2010060,64,9,13,7,5.2,34.4,01:48.7,01:48.7,01:46.6
2010,B2010063,80,14,9,11,4.93,28.8,01:49.0,01:49.0,01:46.5
2010,B2010066,67,11,7,11,4.61,26.9,01:48.0,01:48.0,01:48.2
2010,B2010069,72,18,10,11,5.56,38.9,01:47.4,01:47.4,01:48.8
2010,B2010072,79,14,8,12,4.96,27.8,01:49.1,01:49.1,01:46.5
2010,B2010075,75,9,12,18,4.97,28,01:49.4,01:49.4,01:48.5
2010,B2010078,65,16,9,6,5.29,38.5,01:48.8,01:48.8,01:47.9
2010,B2010082,74,16,10,12,5.34,35.1,01:48.5,01:48.5,01:47.0
2010,B2010085,78,13,12,12,5.09,32.1,01:47.6,01:47.6,01:47.8
2010,B2010088,81,11,7,20,4.78,22.2,01:48.6,01:48.6,01:48.5
2011,B2010040,147,25,16,24,4.79,27.9,01:47.3,01:47.3,01:47.3
2011,B2010038,137,21,26,21,5.24,34.3,01:48.2,01:48.2,01:48.2
2011,B2010037,138,23,20,24,5.14,31.2,01:48.7,01:48.7,01:48.7
2011,B2010036,139,23,22,22,5.14,32.4,01:47.3,01:47.3,01:47.3
2011,B2010049,152,36,24,19,5.45,39.5,01:48.0,01:48.0,01:48.0
2011,B2010034,163,30,26,30,5.43,34.4,01:48.2,01:48.2,01:48.2
2011,B2010033,151,35,18,18,5.39,35.1,01:47.0,01:47.0,01:47.0
2011,B2010032,130,22,20,23,5.31,32.3,01:47.5,01:47.5,01:47.5
2011,B2010031,163,31,25,35,5.39,34.4,01:47.8,01:47.8,01:47.8
2011,B2010030,123,16,19,14,4.57,28.5,01:48.2,01:48.2,01:48.2
2011,B2010029,167,24,32,30,5.49,33.5,01:47.5,01:47.5,01:47.5
2011,B2010035,172,47,39,22,6.29,50,01:47.1,01:47.1,01:47.1
2011,B2010028,166,18,32,26,4.78,30.1,01:47.8,01:47.8,01:47.8
2011,B2010027,160,33,24,34,5.6,35.6,01:47.6,01:47.6,01:47.6
2011,B2010026,159,26,28,33,5.42,34,01:48.2,01:48.2,01:48.2
2011,B2010025,155,40,25,24,5.77,41.9,01:47.6,01:47.6,01:47.6
2011,B2010024,105,9,11,21,4.22,19,01:49.5,01:49.5,01:49.5
2011,B2010039,158,35,37,19,5.97,45.6,01:47.8,01:47.8,01:47.8
2011,B2010061,172,42,29,29,6.01,41.3,01:47.6,01:47.6,01:47.6
2011,B2010063,167,37,23,22,5.36,35.9,01:46.5,01:46.5,01:46.5
2011,B2010009,128,18,27,24,5.31,35.2,01:47.7,01:47.7,01:47.7
2011,B2010064,166,27,23,27,4.92,30.1,01:47.4,01:47.4,01:47.4
2011,B2010066,144,23,21,25,4.94,30.6,01:48.0,01:48.0,01:48.2
2011,B2010067,163,23,31,29,5.15,33.1,01:47.7,01:47.7,01:47.7
2011,B2010069,166,33,28,26,5.4,36.7,01:47.4,01:47.4,01:48.8
2011,B2010070,145,18,15,25,4.52,22.8,01:47.9,01:47.9,01:47.9
2011,B2010071,160,21,24,31,4.83,28.1,01:47.6,01:47.6,01:47.6
2011,B2010073,171,24,33,31,5.09,33.3,01:47.4,01:47.4,01:47.4
2011,B2010074,153,23,23,25,4.84,30.1,01:48.7,01:48.7,01:49.2
2011,B2010076,151,17,31,23,5.02,31.8,01:47.0,01:47.0,01:47.0
2011,B2010077,171,24,31,39,5.37,32.2,01:48.1,01:48.1,01:48.1
2011,B2010079,163,20,26,17,4.6,28.2,01:48.1,01:48.1,01:48.1
2011,B2010080,153,19,21,33,4.98,26.1,01:47.5,01:47.5,01:47.5
2011,B2010082,144,28,28,23,5.57,38.9,01:47.0,01:47.0,01:47.0
2011,B2010083,142,23,28,19,5.29,35.9,01:47.5,01:47.5,01:50.4
2011,B2010085,154,29,27,27,5.43,36.4,01:47.6,01:47.6,01:47.8
2011,B2010086,138,28,20,23,5.28,34.8,01:47.8,01:47.8,01:47.8
2011,B2010087,178,40,30,27,5.58,39.3,01:47.8,01:47.8,01:48.5
2011,B2010089,155,24,34,31,5.61,37.4,01:47.3,01:47.3,01:47.3
2011,B2010090,142,20,17,23,4.68,26.1,01:48.6,01:48.6,01:49.1
2011,B2010092,137,32,20,24,5.64,38,01:47.0,01:47.0,01:47.0
2011,B2010093,171,25,23,35,5.12,28.1,01:48.6,01:48.6,01:48.6
2011,B2010095,171,21,35,32,5,32.7,01:47.0,01:47.0,01:47.0
2011,B2010010,149,23,37,20,5.48,40.3,01:47.7,01:47.7,01:47.7
2011,B2010011,126,19,20,23,5.21,31,01:47.5,01:47.5,01:47.5
2011,B2010012,99,6,19,25,4.82,25.3,01:49.2,01:49.2,01:49.3
2011,B2010013,166,25,30,28,5.33,33.1,01:47.7,01:47.7,01:47.7
2011,B2010014,171,31,25,29,5.27,32.7,01:48.1,01:48.1,01:48.1
2011,B2010015,127,15,26,15,4.83,32.3,01:47.6,01:47.6,01:47.6
2011,B2010016,163,42,31,35,6.28,44.8,01:47.0,01:47.0,01:47.0
2011,B2010017,174,24,25,28,4.8,28.2,01:48.1,01:48.1,01:48.3
2011,B2010018,123,23,18,22,5.28,33.3,01:47.4,01:47.4,01:48.9
2011,B2010019,163,35,30,24,5.71,39.9,01:47.8,01:47.8,01:48.3
2011,B2010020,164,25,25,30,5.04,30.5,01:47.9,01:47.9,01:47.9
2011,B2010021,149,24,31,22,5.4,36.9,01:47.8,01:47.8,01:47.8
2011,B2010022,119,15,17,23,4.85,26.9,01:49.0,01:49.0,01:49.2
2011,B2010023,147,26,23,16,5.11,33.3,01:48.3,01:48.3,01:50.3
2011,B2010008,157,24,24,29,5.18,30.6,01:47.8,01:47.8,01:47.8
2011,B2010007,169,22,29,21,4.96,30.2,01:47.6,01:47.6,01:47.7
2011,B2010006,169,24,33,26,5.23,33.7,01:47.5,01:47.5,01:47.5
2011,B2010005,179,20,20,48,4.96,22.3,01:47.8,01:47.8,01:47.8
2011,B2010004,145,22,30,24,5.28,35.9,01:48.5,01:48.5,01:48.7
2011,B2010003,97,16,18,7,4.88,35.1,01:48.3,01:48.3,01:48.3
2011,B2010002,146,19,13,33,4.9,21.9,01:48.1,01:48.1,01:48.1
2011,B2010001,166,23,38,23,5.22,36.7,01:47.7,01:47.7,01:47.7
2011,B2010043,171,29,30,29,5.36,34.5,01:47.3,01:47.3,01:48.0
2011,B2010046,164,26,37,30,5.52,38.4,01:47.9,01:47.9,01:47.9
2011,B2010052,168,19,25,30,4.75,26.2,01:48.1,01:48.1,01:48.1
2011,B2010055,163,32,34,21,5.64,40.5,01:47.0,01:47.0,01:47.0
2011,B2010059,152,33,23,23,5.41,36.8,01:47.8,01:47.8,01:47.8
2011,B2010062,171,41,30,28,5.82,41.5,01:47.0,01:47.0,01:47.0
2011,B2010065,161,24,26,29,5.18,31.1,01:47.2,01:47.2,01:47.2
2011,B2010068,147,21,32,20,5.06,36.1,01:46.0,01:46.0,01:46.0
2011,B2010072,155,28,25,23,5.28,34.2,01:46.5,01:46.5,01:46.5
2011,B2010075,156,19,25,36,4.97,28.2,01:48.5,01:48.5,01:48.5
2011,B2010078,163,36,24,25,5.37,36.8,01:47.9,01:47.9,01:47.9
2011,B2010060,173,38,34,23,5.75,41.6,01:46.6,01:46.6,01:46.6
2011,B2010058,164,27,42,22,5.58,42.1,01:48.5,01:48.5,01:48.5
2011,B2010057,156,26,20,33,5.15,29.5,01:48.2,01:48.2,01:48.2
2011,B2010056,160,23,25,23,4.86,30,01:48.2,01:48.2,01:48.2
2011,B2010054,165,27,33,37,5.66,36.4,01:47.4,01:47.4,01:48.6
2011,B2010053,170,50,17,33,5.91,39.4,01:47.5,01:47.5,01:47.5
2011,B2010081,163,44,24,21,5.77,41.7,01:47.6,01:47.6,01:47.6
2011,B2010084,130,13,22,19,4.59,26.9,01:48.9,01:48.9,01:48.9
2011,B2010088,167,22,17,39,4.77,23.4,01:48.5,01:48.5,01:48.5
2011,B2010091,168,19,30,26,4.8,29.2,01:48.2,01:48.2,01:48.2
2011,B2010094,143,20,27,20,5.01,32.9,01:47.8,01:47.8,01:47.8
2011,B2010051,153,25,25,25,5.21,32.7,01:48.4,01:48.4,01:48.4
2011,B2010050,132,16,19,20,4.8,26.5,01:49.7,01:49.7,01:49.7
2011,B2010048,161,32,33,27,5.84,40.4,01:46.5,01:46.5,01:46.5
2011,B2010047,152,30,27,26,5.41,37.5,01:48.6,01:48.6,01:48.6
2011,B2010045,143,26,31,20,5.5,39.9,01:48.7,01:48.7,01:48.7
2011,B2010044,161,26,30,25,5.32,34.8,01:48.2,01:48.2,01:48.2
2011,B2010042,161,32,19,35,5.31,31.7,01:48.1,01:48.1,01:48.1
2011,B2010041,166,24,24,29,4.99,28.9,01:48.2,01:48.2,01:48.2
2012,B2012060,85,15,16,12,5.35,36.5,01:47.9,01:47.9,01:48.2
2012,B2012001,92,21,16,15,5.82,40.2,01:47.3,01:47.3,01:47.5
2012,B2012003,77,9,13,10,4.55,28.6,01:47.7,01:47.7,01:47.4
2012,B2012004,76,5,7,16,4.18,15.8,01:49.9,01:49.9,01:47.8
2012,B2012006,80,14,19,12,5.84,41.3,01:47.5,01:47.5,01:47.9
2012,B2012007,89,16,12,8,5.07,31.5,01:46.5,01:46.5,01:47.3
2012,B2012009,80,10,15,11,4.63,31.3,01:49.3,01:49.3,01:47.9
2012,B2012010,67,15,7,17,5.6,32.8,01:48.9,01:48.9,01:48.0
2012,B2012012,83,13,16,14,5.47,34.9,01:47.7,01:47.7,01:47.4
2012,B2012013,79,7,15,11,4.76,27.8,01:48.2,01:48.2,01:46.0
2012,B2012014,84,12,14,14,4.94,31,01:48.0,01:48.0,01:47.7
2012,B2012016,74,14,17,17,6.14,41.9,01:47.8,01:47.8,01:47.2
2012,B2012017,88,12,9,15,4.76,23.9,01:48.5,01:48.5,01:46.4
2012,B2012019,87,15,13,15,5.07,32.2,01:47.8,01:47.8,01:46.9
2012,B2012020,68,9,3,17,4.43,17.6,01:48.8,01:48.8,01:47.1
2012,B2012022,75,13,10,13,5.07,30.7,01:48.1,01:48.1,01:48.4
2012,B2012023,90,16,13,15,5.14,32.2,01:48.0,01:48.0,01:48.3
2012,B2012025,71,13,12,11,5.32,35.2,01:47.9,01:47.9,01:46.9
2012,B2012026,87,24,19,14,6.31,49.4,01:47.7,01:47.7,01:47.8
2012,B2012028,89,17,14,13,5.15,34.8,01:48.2,01:48.2,01:47.8
2012,B2012029,71,9,15,14,5.3,33.8,01:47.7,01:47.7,01:46.7
2012,B2012031,83,7,13,15,4.64,24.1,01:48.7,01:48.7,01:47.8
2012,B2012032,66,11,14,17,5.98,37.9,01:48.2,01:48.2,01:48.2
2012,B2012034,74,15,17,9,5.7,43.2,01:47.5,01:47.5,01:48.5
2012,B2012035,78,15,21,12,5.91,46.2,01:48.1,01:48.1,01:47.0
2012,B2012037,87,15,11,15,5.15,29.9,01:48.4,01:48.4,01:47.7
2012,B2012038,86,22,23,14,6.6,52.3,01:48.5,01:48.5,01:46.6
2012,B2012040,75,8,14,10,4.73,29.3,01:47.3,01:47.3,01:46.9
2012,B2012041,76,13,19,8,5.82,42.1,01:47.3,01:47.3,01:47.7
2012,B2012042,82,21,14,16,6.12,42.7,01:47.4,01:47.4,01:47.9
2012,B2012043,65,7,9,7,4.25,24.6,01:48.2,01:48.2,01:47.9
2012,B2012044,75,15,13,10,5.4,37.3,01:48.5,01:48.5,01:47.2
2012,B2012045,72,13,13,18,5.65,36.1,01:48.2,01:48.2,01:47.9
2012,B2012046,85,12,19,12,5.22,36.5,01:48.9,01:48.9,01:47.5
2012,B2012047,80,10,18,7,5.03,35,01:48.3,01:48.3,01:47.7
2012,B2012048,75,12,11,13,4.96,30.7,01:47.8,01:47.8,01:46.1
2012,B2012049,86,11,12,15,4.86,26.7,01:50.7,01:50.7,01:47.2
2012,B2012050,57,5,6,11,4.21,19.3,01:48.2,01:48.2,01:48.5
2012,B2012051,91,14,10,22,5.21,26.4,01:48.2,01:48.2,01:47.2
2012,B2012052,70,6,14,13,4.64,28.6,01:48.7,01:48.7,01:47.9
2012,B2012053,80,17,13,12,5.48,37.5,01:47.9,01:47.9,01:49.1
2012,B2012054,80,15,10,12,5.2,31.3,01:47.5,01:47.5,01:48.0
2012,B2012055,89,12,14,18,5.07,29.2,01:48.2,01:48.2,01:48.2
2012,B2012056,89,20,19,5,5.47,43.8,01:48.4,01:48.4,01:48.3
2012,B2012057,77,12,13,9,5.29,32.5,01:47.6,01:47.6,01:47.2
2012,B2012058,85,7,17,14,4.66,28.2,01:48.1,01:48.1,01:47.0
2012,B2012059,82,9,12,9,4.46,25.6,01:48.0,01:48.0,01:48.0
2012,B2012061,78,9,23,12,5.6,41,01:46.6,01:46.6,01:47.8
2012,B2012062,87,14,9,18,5.02,26.4,01:48.2,01:48.2,01:47.2
2012,B2012063,86,12,13,17,5.06,29.1,01:47.8,01:47.8,01:49.5
2012,B2012064,71,10,15,16,5.49,35.2,01:47.7,01:47.7,01:47.1
2012,B2012065,76,11,12,11,5,30.3,01:48.3,01:48.3,01:47.7
2012,B2012066,83,17,15,12,5.42,38.6,01:46.9,01:46.9,01:48.5
2012,B2012067,73,12,15,15,5.67,37,01:48.3,01:48.3,01:46.6
2012,B2012068,59,9,15,8,5.59,40.7,01:48.8,01:48.8,01:47.2
2012,B2012069,91,18,19,10,5.68,40.7,01:48.0,01:48.0,01:45.8
2012,B2012070,79,19,14,17,5.99,41.8,01:48.8,01:48.8,01:48.3
2012,B2012071,85,12,11,14,4.62,27.1,01:47.2,01:47.2,01:47.2
2012,B2012072,79,12,7,16,4.65,24.1,01:48.2,01:48.2,01:47.6
2012,B2012073,69,21,12,10,6.2,47.8,01:46.9,01:46.9,01:48.2
2012,B2012074,86,22,18,17,6.43,46.5,01:47.8,01:47.8,01:49.3
2012,B2012075,89,19,11,20,5.52,33.7,01:47.4,01:47.4,01:46.3
2012,B2012076,71,16,16,12,6.1,45.1,01:47.1,01:47.1,01:48.2
2012,B2012077,73,17,12,8,5.49,39.7,01:48.8,01:48.8,01:47.8
2012,B2012078,88,25,13,11,5.88,43.2,01:47.7,01:47.7,01:46.3
2012,B2012079,88,18,16,12,5.51,38.6,01:48.0,01:48.0,01:46.5
2012,B2012080,89,19,14,19,5.88,37.1,01:47.3,01:47.3,01:48.1
2012,B2012081,88,17,14,14,5.57,35.2,01:48.1,01:48.1,01:47.5
2012,B2012082,72,10,13,16,5.35,31.9,01:47.8,01:47.8,01:47.7
2012,B2012083,73,12,11,23,5.59,31.5,01:49.5,01:49.5,01:48.7
2012,B2012084,88,18,19,13,5.74,42,01:47.1,01:47.1,01:48.0
2012,B2012085,87,12,15,23,5.49,31,01:47.7,01:47.7,01:48.3
2012,B2012086,71,16,8,14,5.58,33.8,01:47.7,01:47.7,01:48.8
2012,B2012087,75,10,6,17,4.77,21.3,01:49.4,01:49.4,01:47.5
2012,B2012088,87,18,13,20,5.8,35.6,01:48.2,01:48.2,01:47.2
2012,B2012090,84,14,15,14,5.25,34.5,01:48.0,01:48.0,01:48.9
2012,B2012091,65,10,13,7,4.97,35.4,01:47.5,01:47.5,01:47.0
2012,B2012093,86,12,10,15,4.62,25.6,01:47.5,01:47.5,01:47.1
2012,B2012094,61,8,11,15,4.93,31.1,01:49.3,01:49.3,01:47.3
2012,B2012096,82,12,12,19,5.4,29.3,01:47.7,01:47.7,01:47.4
2012,B2012097,72,12,16,10,5.54,38.9,01:48.0,01:48.0,01:48.5
2012,B2012099,78,8,9,9,4.15,21.8,01:48.3,01:48.3,01:48.2
2012,B2012100,76,10,12,12,4.86,28.9,01:48.5,01:48.5,01:47.5
2012,B2012098,67,5,10,6,3.82,22.4,01:49.1,01:49.1,01:47.8
2012,B2012095,72,18,9,15,5.83,37.5,01:48.0,01:48.0,01:47.6
2012,B2012092,87,18,16,13,5.64,39.1,01:48.0,01:48.0,01:47.3
2012,B2012089,91,19,13,16,5.52,35.2,01:48.1,01:48.1,01:47.4
2012,B2012039,87,13,16,12,4.91,33.3,01:48.2,01:48.2,01:48.0
2012,B2012036,71,19,5,8,5.45,33.8,01:48.1,01:48.1,01:45.8
2012,B2012033,77,5,12,14,4.58,22.1,01:48.4,01:48.4,01:47.9
2012,B2012030,78,16,12,11,5.19,35.9,01:48.0,01:48.0,01:46.6
2012,B2012027,91,20,15,8,5.34,38.5,01:48.7,01:48.7,01:47.4
2012,B2012024,76,9,9,15,4.76,23.7,01:47.2,01:47.2,01:46.6
2012,B2012021,89,21,18,8,5.7,43.8,01:46.5,01:46.5,01:47.0
2012,B2012018,85,13,19,16,5.69,37.6,01:47.5,01:47.5,01:47.7
2012,B2012015,63,11,7,12,4.98,28.6,01:48.1,01:48.1,01:47.5
2012,B2012011,75,1,12,12,3.96,17.3,01:49.6,01:49.6,01:48.0
2012,B2012008,89,11,18,16,5.11,32.6,01:48.3,01:48.3,01:48.6
2012,B2012005,73,7,12,13,4.58,26,01:47.4,01:47.4,01:48.1
2012,B2012002,89,15,11,14,5,29.2,01:48.3,01:48.3,01:48.2
2013,B2012068,146,28,31,25,5.73,40.4,01:47.2,01:47.2,01:47.2
2013,B2012026,152,29,29,28,5.53,38.2,01:47.7,01:47.7,01:47.8
2013,B2012028,170,27,27,32,5.14,31.8,01:47.8,01:47.8,01:47.8
2013,B2012029,162,26,26,30,5.23,32.1,01:46.7,01:46.7,01:46.7
2013,B2012031,161,20,23,27,4.82,26.7,01:47.8,01:47.8,01:47.8
2013,B2012032,154,24,30,32,5.55,35.1,01:48.2,01:48.2,01:48.2
2013,B2012034,140,24,26,24,5.36,35.7,01:47.5,01:47.5,01:48.5
2013,B2012035,151,26,39,25,5.78,43,01:47.0,01:47.0,01:47.0
2013,B2012037,154,26,18,32,5.14,28.6,01:47.7,01:47.7,01:47.7
2013,B2012038,169,39,39,29,6.31,46.2,01:46.6,01:46.6,01:46.6
2013,B2012039,159,23,28,21,4.84,32.1,01:48.0,01:48.0,01:48.0
2013,B2012041,155,27,36,22,5.68,40.6,01:47.3,01:47.3,01:47.7
2013,B2012042,171,36,34,31,5.89,40.9,01:47.4,01:47.4,01:47.9
2013,B2012044,171,35,31,26,5.66,38.6,01:47.2,01:47.2,01:47.2
2013,B2012045,160,27,27,32,5.31,33.8,01:47.9,01:47.9,01:47.9
2013,B2012047,164,27,31,17,5.07,35.4,01:47.7,01:47.7,01:47.7
2013,B2012048,175,33,26,31,5.37,33.7,01:46.1,01:46.1,01:46.1
2013,B2012050,97,10,13,18,4.51,23.7,01:48.2,01:48.2,01:48.5
2013,B2012051,149,25,24,27,5.37,32.9,01:47.2,01:47.2,01:47.2
2013,B2012053,169,23,35,25,5.14,34.3,01:47.9,01:47.9,01:49.1
2013,B2012054,170,26,27,34,5.15,31.2,01:47.5,01:47.5,01:48.0
2013,B2012055,160,18,26,34,4.94,27.5,01:48.2,01:48.2,01:48.2
2013,B2012057,161,34,25,22,5.5,36.6,01:47.2,01:47.2,01:47.2
2013,B2012058,174,24,25,29,4.78,28.2,01:47.0,01:47.0,01:47.0
2013,B2012065,171,27,26,26,5.05,31,01:47.7,01:47.7,01:47.7
2013,B2012060,162,33,28,21,5.49,37.7,01:47.9,01:47.9,01:48.2
2013,B2012061,165,21,42,21,5.38,38.2,01:46.6,01:46.6,01:47.8
2013,B2012063,166,27,22,34,5.12,29.5,01:47.8,01:47.8,01:49.5
2013,B2012064,163,22,31,32,5.16,32.5,01:47.1,01:47.1,01:47.1
2013,B2012066,169,33,31,26,5.42,37.9,01:46.9,01:46.9,01:48.5
2013,B2012067,136,25,27,21,5.54,38.2,01:46.6,01:46.6,01:46.6
2013,B2012069,175,38,42,27,6.03,45.7,01:45.8,01:45.8,01:45.8
2013,B2012070,163,36,27,29,5.59,38.7,01:48.3,01:48.3,01:48.3
2013,B2012071,162,25,20,31,4.94,27.8,01:47.2,01:47.2,01:47.2
2013,B2012073,165,43,27,22,5.72,42.4,01:46.9,01:46.9,01:48.2
2013,B2012062,174,30,22,30,5.34,29.9,01:47.2,01:47.2,01:47.2
2013,B2012059,170,20,30,21,4.66,29.4,01:48.0,01:48.0,01:48.0
2013,B2012056,150,33,25,22,5.46,38.7,01:48.3,01:48.3,01:48.3
2013,B2012052,149,15,23,29,4.68,25.5,01:47.9,01:47.9,01:47.9
2013,B2012049,165,28,25,25,5.13,32.1,01:47.2,01:47.2,01:47.2
2013,B2012046,163,26,31,22,5.24,35,01:47.5,01:47.5,01:47.5
