OPER_INSTT_NM,BASE_YEAR,TME_VALUE,DAY_ORD_VALUE,RACE_DE,PRACE_NO,DANSEONG_VALUE,YNGSEONG_ONE_VALUE,YNGSEONG_TWO_VALUE,SSANGSEONG_VALUE,BOKSEONG_VALUE,SAMBOKSEONG_VALUE,SAMSSANGSEONG_DVDN_RT,SSANBOKSEONG_DVDN_RT
경륜,2011,42,2,20111105,3,1.2,1.1,1.7,3,2.1,4,,
경정,2011,42,2,20111215,3,2.7,1.2,1.1,4.5,1.6,2.9,,
경륜,2011,42,2,20111105,4,1.6,1,11.4,19.7,17.3,17.7,,
경정,2011,42,2,20111215,4,2.8,1.7,2.3,7.3,3.8,36.3,,
경륜,2011,42,2,20111105,5,32.5,8.5,2.6,191.7,57.4,16.3,,
경정,2011,42,2,20111215,5,4.6,1.8,3.3,13.9,9.2,22.6,,
경륜,2011,42,2,20111105,6,5.4,3,3,28,14.4,32.5,,
경정,2011,42,2,20111215,6,1.8,1.1,16.3,18.9,17.1,8.5,,
경륜,2011,42,2,20111105,7,1.9,1.4,2.1,4.2,2.9,2.2,,
경정,2011,42,2,20111215,7,2.6,1.4,3.2,7.2,5.4,2.9,,
경륜,2011,42,2,20111105,8,2.2,1,3,6.8,4.1,2.2,,
경정,2011,42,2,20111215,8,6,2.7,1.6,16.6,6.7,13.7,,
경륜,2011,42,2,20111105,9,1.7,1.1,1.6,2.8,1.8,3.8,,
경정,2011,42,2,20111215,9,7.1,3.3,2.6,29.7,17.2,96.1,,
경륜,2011,42,2,20111105,10,7.7,1.6,3.9,60.7,34,6.6,,
경정,2011,42,2,20111215,10,2.7,1.9,2.2,15.1,6,4.9,,
경륜,2011,42,2,20111105,11,1.1,1.1,7.9,8.7,8.7,10.2,,
경정,2011,42,2,20111215,11,3.1,1.6,3,12,8,6.2,,
경륜,2011,42,2,20111105,12,20,7,10.2,262.8,104.7,172.3,,
경정,2011,42,2,20111215,12,4.9,1.6,1.4,9.5,4.2,4.2,,
경륜,2011,42,2,20111105,13,1.2,1,1.6,2,1.7,1.9,,
경정,2011,42,2,20111215,13,8.9,4,5.5,61.1,33.4,8.6,,
경륜,2011,42,2,20111105,14,4.1,2,4,40,23.8,76.3,,
경정,2011,42,2,20111215,14,13.3,4.6,7,89.5,27.8,24.2,,
경정,2011,42,2,20111215,15,5,1.9,1.7,13.6,9.5,27.7,,
경륜,2011,42,3,20111106,1,1.4,1.1,2.1,3,1.9,2.8,,
경륜,2011,42,3,20111106,2,1.3,1.1,3.2,4.7,3.9,3,,
경륜,2011,42,3,20111106,3,1.5,1.1,3.6,5.4,3.2,9.8,,
경륜,2011,42,3,20111106,4,1.3,1,4.2,9.2,7.1,7.4,,
경륜,2011,42,3,20111106,5,2.7,1.2,2.6,15,7.2,16.6,,
경륜,2011,42,3,20111106,6,11.3,4.1,1.6,54.2,18.4,76,,
경륜,2011,42,3,20111106,7,1.7,1,4,10.1,8.9,5.4,,
경륜,2011,42,3,20111106,8,2.4,1.8,2.9,7.5,5.6,2.9,,
경륜,2011,42,3,20111106,9,3.7,2.1,1.1,8.3,3.3,6.6,,
경륜,2011,42,3,20111106,10,1.1,1.2,2.2,2.3,2,3.3,,
경륜,2011,42,3,20111106,11,1.4,1,3.6,7.7,6.1,23.6,,
경륜,2011,42,3,20111106,12,3.3,2,2.6,15.4,10.5,26,,
경륜,2011,42,3,20111106,13,1.3,1,2.2,5,3.7,3.4,,
경륜,2011,42,3,20111106,14,1.4,1.3,1.1,2,1.6,4.4,,
경륜,2011,43,1,20111111,1,1.3,1.1,1.6,3.9,2.3,6.2,,
경정,2011,43,1,20111221,1,2.4,1.2,12,35.4,24.1,45.7,,
경륜,2011,43,1,20111111,2,1.4,1.2,1.3,4,1.7,27.4,,
경정,2011,43,1,20111221,2,5.3,3.9,2.1,16.5,7.1,6.1,,
경륜,2011,43,1,20111111,3,2.5,1.7,2.1,8.2,5.2,4.4,,
경정,2011,43,1,20111221,3,1.6,1.2,2.1,4.7,4,10.9,,
경륜,2011,43,1,20111111,4,1.9,1.5,2.4,7,5.2,7.6,,
경정,2011,43,1,20111221,4,3.5,1.7,2.5,11.9,8.8,4.4,,
경륜,2011,43,1,20111111,5,2.1,1.1,1.4,3,1.9,1.8,,
경정,2011,43,1,20111221,5,2.4,1.5,3,8,6.2,29.8,,
경륜,2011,43,1,20111111,6,3.3,1.7,3.2,16.1,11.1,31.8,,
경정,2011,43,1,20111221,6,4.6,2.3,1.2,9.9,3.9,17.5,,
경륜,2011,43,1,20111111,7,2.2,1.1,3.9,7,6.5,2.8,,
경정,2011,43,1,20111221,7,3.2,1.5,1.3,6.7,2.6,7.7,,
경륜,2011,43,1,20111111,8,4.1,2.4,4.9,48.7,27.2,6.9,,
경정,2011,43,1,20111221,8,1.5,1.2,10.7,19.5,15.1,17.9,,
경륜,2011,43,1,20111111,9,2.2,1.2,2.2,12,7.4,9.7,,
경정,2011,43,1,20111221,9,2.6,1.6,1.2,6.9,3.1,5.8,,
경륜,2011,43,1,20111111,10,11.9,3.2,1.8,51.4,19.4,8.9,,
경정,2011,43,1,20111221,10,2.2,1.3,2.4,8.5,4.8,2.5,,
경륜,2011,43,1,20111111,11,1.3,1,4.3,4.4,3.7,7.9,,
경정,2011,43,1,20111221,11,5.8,1.9,1.2,14.6,4.5,5.9,,
경륜,2011,43,1,20111111,12,8.4,3,1,19.9,6.6,4.2,,
경정,2011,43,1,20111221,12,1.5,1.2,1.5,3.8,2.6,2.7,,
경륜,2011,43,1,20111111,13,2,1.2,18.5,58.8,52.5,87.4,,
경정,2011,43,1,20111221,13,1.6,1.1,1.6,3.5,2.5,3.3,,
경륜,2011,43,1,20111111,14,1,1,6.2,5.9,5.3,3.4,,
경정,2011,43,1,20111221,14,30.4,6.1,1.2,51.9,13.1,9.1,,
경정,2011,43,1,20111221,15,2.2,1.2,1.2,4,2.1,2.8,,
경륜,2011,43,2,20111112,1,1.1,1.2,1.4,3.6,2.3,4.6,,
경정,2011,43,2,20111222,1,1.5,1.2,1.2,2.4,1.5,4.8,,
경륜,2011,43,2,20111112,2,1.7,1.3,6.3,19.7,13.3,24.2,,
경정,2011,43,2,20111222,2,8,3.9,1,14.1,5.7,13,,
경륜,2011,43,2,20111112,3,13.7,3.9,4.6,139.1,76.4,96.7,,
경정,2011,43,2,20111222,3,3.3,1.6,2.8,14.8,9.8,4.9,,
경륜,2011,43,2,20111112,4,4.2,3.9,1.5,16.3,6.1,9.8,,
경정,2011,43,2,20111222,4,2.1,1.2,1.6,5.8,3.2,4.2,,
경륜,2011,43,2,20111112,5,2,2.5,3.5,17.6,10.8,27.6,,
경정,2011,43,2,20111222,5,10.6,3.9,4.6,45.1,25,27.4,,
경륜,2011,43,2,20111112,6,1.3,1.3,1,5.1,4,4.6,,
경정,2011,43,2,20111222,6,7.8,3.5,2.4,26.4,10,8.7,,
경륜,2011,43,2,20111112,7,1.3,1.1,2.9,7.6,5.9,20.6,,
경정,2011,43,2,20111222,7,2.2,1.2,3.5,10,5.9,3.6,,
경륜,2011,43,2,20111112,8,6.5,2.8,3.9,27.8,15.9,14.6,,
경정,2011,43,2,20111222,8,1.2,1.1,1.8,4.2,3.6,7.5,,
경륜,2011,43,2,20111112,9,1.1,1.1,2.6,8.9,5.7,6.8,,
경정,2011,43,2,20111222,9,2,1.4,2.6,9.2,7.3,3.3,,
경륜,2011,43,2,20111112,10,26.8,17.8,4.5,125.6,45.5,78.6,,
경정,2011,43,2,20111222,10,2.8,1.3,1.7,7.7,4.2,1.9,,
경륜,2011,43,2,20111112,11,1.7,1.2,4.3,10.3,8.3,27.6,,
경정,2011,43,2,20111222,11,2.7,1.7,2.2,9.7,5,27,,
경륜,2011,43,2,20111112,12,1.7,1.4,2.8,7.2,5.4,4.3,,
경정,2011,43,2,20111222,12,1.9,1.3,1.7,4.7,2.7,3.2,,
경륜,2011,43,2,20111112,13,2.7,1.7,1.6,9.5,4.2,11.6,,
경정,2011,43,2,20111222,13,9.4,2.4,1,16.9,3.6,4,,
경륜,2011,43,2,20111112,14,1.5,1.1,6.5,11.6,9.8,8.9,,
경정,2011,43,2,20111222,14,12.1,3,1.3,22.1,5.8,23.5,,
경정,2011,43,2,20111222,15,1.6,1.4,1.4,2.8,1.9,8.7,,
경륜,2011,43,3,20111113,1,1.3,1.2,2.5,4.2,3.5,13.9,,
경륜,2011,43,3,20111113,2,3,1.9,5.9,25.8,18.5,7.4,,
경륜,2011,43,3,20111113,3,4.2,1.7,1.3,7.3,1.9,3.9,,
경륜,2011,43,3,20111113,4,7,2.1,3.9,30.7,17.5,24.2,,
경륜,2011,43,3,20111113,5,4.9,1.9,3.4,21.3,11.2,14.2,,
경륜,2011,43,3,20111113,6,1.2,1.1,2.9,3.2,2.3,5.9,,
경륜,2011,43,3,20111113,7,5.2,2.8,1.4,12.4,3.9,5.4,,
