OPER_INSTT_NM,BASE_YEAR,TME_VALUE,DAY_ORD_VALUE,RACE_DE,PRACE_NO,DANSEONG_VALUE,YNGSEONG_ONE_VALUE,YNGSEONG_TWO_VALUE,SSANGSEONG_VALUE,BOKSEONG_VALUE,SAMBOKSEONG_VALUE,SAMSSANGSEONG_DVDN_RT,SSANBOKSEONG_DVDN_RT
경륜,2016,47,3,20161204,5,1.9,1.1,2.5,3.7,2.8,3.6,,
경륜,2016,47,3,20161204,6,2.7,1.8,1.1,5.3,2.4,9.5,,
경륜,2016,47,3,20161204,7,11.6,4.2,1.3,14.5,5.2,2.6,,
경륜,2016,47,3,20161204,8,6.9,3.2,1,14,4.8,1.8,,
경륜,2016,47,3,20161204,9,1.2,1.1,2,2.8,2.5,1.7,,
경륜,2016,47,3,20161204,10,1.8,1.5,2.8,7.1,4.3,5.7,,
경륜,2016,47,3,20161204,11,1.3,1,1.6,2,1.6,1.4,,
경륜,2016,47,3,20161204,12,2.5,2.2,2.6,10.5,7.7,22.6,,
경륜,2016,47,3,20161204,13,1.2,1,1.7,3.4,2.5,4.7,,
경륜,2016,47,3,20161204,14,5.5,1.7,3.4,11.1,6.2,5.1,,
경륜,2016,47,3,20161204,15,1.2,1,7.1,9.6,8.8,3.6,,
경륜,2016,48,1,20161209,1,1.3,1,3.5,3.8,3.4,5,,
경정,2016,48,1,20161228,1,11.9,1.6,1,11.4,1.8,2.6,,
경륜,2016,48,1,20161209,2,7.3,3,1,9.7,1.9,14,,
경정,2016,48,1,20161228,2,2,1.3,1.4,5.4,2.7,1.7,,
경륜,2016,48,1,20161209,3,1.3,1,15.9,25.2,25.2,138.4,,
경정,2016,48,1,20161228,3,1.2,1.1,7.3,14.9,14.4,39.3,,
경륜,2016,48,1,20161209,4,1.2,1,4.3,5,4,7,,
경정,2016,48,1,20161228,4,1.5,1.2,2.8,9.9,6.7,3.9,,
경륜,2016,48,1,20161209,5,3.1,2.1,1.5,8.1,4,11.6,,
경정,2016,48,1,20161228,5,1.1,1,3.3,4.3,3.7,4.5,,
경륜,2016,48,1,20161209,6,1.3,1.2,1,1.5,1.6,1.5,,
경정,2016,48,1,20161228,6,4.6,2.2,1.7,12.4,6.8,3.2,,
경륜,2016,48,1,20161209,7,4,1.7,1.1,6.5,2.1,1.9,,
경정,2016,48,1,20161228,7,3.6,1.6,1.4,7.6,4,3.6,,
경륜,2016,48,1,20161209,8,1,1,3.3,3.3,2.6,3.4,,
경정,2016,48,1,20161228,8,1.2,1,1.3,2,1.6,2.7,,
경륜,2016,48,1,20161209,9,1.1,1,3,3.3,2.9,1.7,,
경정,2016,48,1,20161228,9,4.7,1.8,1,8.4,3,3.4,,
경륜,2016,48,1,20161209,10,1.7,1,1,2,1.3,6.8,,
경정,2016,48,1,20161228,10,1.2,1.1,1.5,2.5,1.8,2.2,,
경륜,2016,48,1,20161209,11,1,1,1.3,1.6,1.5,11.6,,
경정,2016,48,1,20161228,11,4.8,2.2,1,13.1,3.9,4.5,,
경륜,2016,48,1,20161209,12,1,1,1,1.3,1.2,1.9,,
경정,2016,48,1,20161228,12,3.9,1.7,3.5,23.9,16.6,3,,
경륜,2016,48,1,20161209,13,2.2,1,1.1,2.5,1.4,2.5,,
경정,2016,48,1,20161228,13,1.3,1,4,4.3,3.9,14.7,,
경륜,2016,48,1,20161209,14,1.8,1,1,1.8,1,2.1,,
경정,2016,48,1,20161228,14,3.4,1.5,1.2,7.6,2.9,3.9,,
경륜,2016,48,1,20161209,15,1.1,1,1.3,1.8,1.9,7.6,,
경정,2016,48,1,20161228,15,4.8,1.6,3.1,16.9,10.7,3.1,,
경정,2016,48,1,20161228,16,13.2,2.9,3.9,126,49.1,10.7,,
경륜,2016,48,2,20161210,1,1.2,1,1.5,2.1,1.5,6.3,,
경정,2016,48,2,20161229,1,1.8,1,1.8,2.7,1.5,1.6,,
경륜,2016,48,2,20161210,2,1.3,1,1.3,1.7,1.4,2.6,,
경정,2016,48,2,20161229,2,1.7,1.1,1.7,4.3,2.7,16.7,,
경륜,2016,48,2,20161210,3,1.1,1,6,9.2,10.2,10.2,,
경정,2016,48,2,20161229,3,9.9,2.5,2.2,78.9,21.2,6.6,,
경륜,2016,48,2,20161210,4,2.4,2.3,3.2,12.7,9.1,8.4,,
경정,2016,48,2,20161229,4,1.3,1.2,2,3.4,3,2.4,,
경륜,2016,48,2,20161210,5,1.2,1,7.8,3.5,3.2,2.2,,
경정,2016,48,2,20161229,5,1.2,1,2.9,3.4,3,2.5,,
경륜,2016,48,2,20161210,6,1.3,1,5.4,4.2,4,2.3,,
경정,2016,48,2,20161229,6,1.6,1.3,5.1,10,8.8,6.1,,
경륜,2016,48,2,20161210,7,1.5,1,1.3,1.8,1,7.2,,
경정,2016,48,2,20161229,7,3.3,1.3,1.3,5.9,2.8,13.1,,
경륜,2016,48,2,20161210,8,1.1,1,3.8,2.4,2,7.9,,
경정,2016,48,2,20161229,8,1.1,1.1,1.7,2,2,1.5,,
경륜,2016,48,2,20161210,9,1.8,1.2,4.4,7.2,6.3,12.5,,
경정,2016,48,2,20161229,9,1.4,1,1.3,2.4,1.3,2.2,,
경륜,2016,48,2,20161210,10,2.1,1.2,3,14,10.6,94.3,,
경정,2016,48,2,20161229,10,1.6,1.4,2,5.4,3.5,2.4,,
경륜,2016,48,2,20161210,11,1.1,1,1.7,1.7,1.8,6.3,,
경정,2016,48,2,20161229,11,1.7,1.1,4.2,16.4,11.3,17.1,,
경륜,2016,48,2,20161210,12,1,1,1,1.4,1.4,2.5,,
경정,2016,48,2,20161229,12,1.3,1.3,1.3,1.9,1.4,3.9,,
경륜,2016,48,2,20161210,13,1,1,1.2,1.2,1.2,2.1,,
경정,2016,48,2,20161229,13,1.2,1.1,2.4,3.6,2.8,5.8,,
경륜,2016,48,2,20161210,14,7.2,1.3,5.3,52.4,28.5,262.6,,
경정,2016,48,2,20161229,14,1.3,1.1,2.1,3,2.6,11.1,,
경륜,2016,48,2,20161210,15,1.4,1.2,1,1.2,1.2,3.2,,
경정,2016,48,2,20161229,15,2.1,1.1,1,2.5,1.4,3.1,,
경정,2016,48,2,20161229,16,1.4,1.2,2.6,5.2,4.4,6,,
경륜,2016,48,3,20161211,1,1.4,1.1,2.1,3,2.4,2.6,,
경륜,2016,48,3,20161211,2,10.2,2.9,1.8,14.7,4.9,4.5,,
경륜,2016,48,3,20161211,3,13.5,5.3,2.6,47.4,23,16.6,,
경륜,2016,48,3,20161211,4,17.4,5.5,1.8,72.9,25.7,17.8,,
경륜,2016,48,3,20161211,5,1.8,1,1.3,2.5,1.8,5.2,,
경륜,2016,48,3,20161211,6,14.3,6.1,1.5,62.3,21.1,9.4,,
경륜,2016,48,3,20161211,7,1.8,1.5,1.1,3,2,8.5,,
경륜,2016,48,3,20161211,8,3,1,2.8,6.6,3.2,3.5,,
경륜,2016,48,3,20161211,9,2.2,1.4,1.4,3.6,1.7,7.8,,
경륜,2016,48,3,20161211,10,1.2,1.7,6.3,7.8,6.7,11.1,,
경륜,2016,48,3,20161211,11,11.1,2.1,4.6,138.8,70.8,9.4,,
경륜,2016,48,3,20161211,12,1.5,1,3.6,3.4,3,5.8,,
경륜,2016,48,3,20161211,13,1.2,1,8,3.3,3.1,8.3,,
경륜,2016,48,3,20161211,14,1.4,1.1,3.9,5.1,4.5,7,,
경륜,2016,48,3,20161211,15,1.1,1,2,1.6,1.5,2.5,,
경륜,2016,49,1,20161216,1,15.4,2.5,1,23,3.9,13.6,,
경륜,2016,49,1,20161216,2,1.4,1,7,4,4.2,2.2,,
경륜,2016,49,1,20161216,3,2,1.3,5.1,25.7,20.7,5.6,,
경륜,2016,49,1,20161216,4,2.3,1.3,1.1,5.1,1.4,8.1,,
경륜,2016,49,1,20161216,5,1.4,1,1.5,2,1.4,6.9,,
경륜,2016,49,1,20161216,6,1.3,1,1.2,2.4,1.6,4,,
경륜,2016,49,1,20161216,7,2.4,1.2,7.4,12.3,10.8,2.6,,
경륜,2016,49,1,20161216,8,3.5,1,1.2,5.1,1.3,7.6,,
경륜,2016,49,1,20161216,9,3.8,2.2,1,3.8,1.6,1.8,,
경륜,2016,49,1,20161216,10,5.6,1.7,1.2,7.3,2.4,1.8,,
경륜,2016,49,1,20161216,11,1.5,1.1,4.2,6.7,6,11.5,,
경륜,2016,49,1,20161216,12,9.9,12.7,1,110.8,6.2,22.2,,
경륜,2016,49,1,20161216,13,1.2,1,1.9,2,1.6,1.8,,
경륜,2016,49,1,20161216,14,1.1,1,1.7,1.4,1.4,6.8,,
경륜,2016,49,1,20161216,15,1,1,2.5,2.3,2.1,1.7,,
경륜,2016,49,2,20161217,1,2.6,1.2,1,2.5,1.4,2.2,,
경륜,2016,49,2,20161217,2,2.4,1.1,1,2.7,1.3,9.1,,
경륜,2016,49,2,20161217,3,1.2,1,6.7,7.8,8.5,3.4,,
경륜,2016,49,2,20161217,4,17.7,3.4,4,173.1,62.5,107.3,,
경륜,2016,49,2,20161217,5,2.1,1.1,1.2,3.4,1.8,5,,
경륜,2016,49,2,20161217,6,3.4,1.2,1.5,7.3,3.9,22.4,,
경륜,2016,49,2,20161217,7,1.7,1,1.2,1.6,1.3,1.6,,
경륜,2016,49,2,20161217,8,7.7,2,1.4,17.5,5.4,25,,
경륜,2016,49,2,20161217,9,1.1,1.1,2.6,3.5,3.3,3.1,,
경륜,2016,49,2,20161217,10,1.9,1.1,3.4,5,2.7,1.9,,
경륜,2016,49,2,20161217,11,1.2,1,3.9,2.5,2.1,2,,
경륜,2016,49,2,20161217,12,1,1,1.5,1.7,1.5,5.5,,
경륜,2016,49,2,20161217,13,1.4,1,1,1.6,1.1,1.9,,
경륜,2016,49,2,20161217,14,1,1,4.3,4,3.9,35.4,,
경륜,2016,49,2,20161217,15,1.1,1.2,1.2,1.4,1.4,3.5,,
경륜,2016,49,3,20161218,1,4,2.3,13.2,50.4,33.1,403.5,,
경륜,2016,49,3,20161218,2,25,7.7,1.7,194.1,43.7,10.8,,
경륜,2016,49,3,20161218,3,2.3,1.3,1.8,8.4,5.6,3.1,,
경륜,2016,49,3,20161218,4,5.9,2.9,7.1,77.6,55.4,82.2,,
경륜,2016,49,3,20161218,5,7.9,3.8,1,15.9,5.3,9,,
경륜,2016,49,3,20161218,6,1.4,1.2,1.5,3.7,2.1,6.5,,
경륜,2016,49,3,20161218,7,7.9,1.7,6.8,46.9,31.8,4.5,,
경륜,2016,49,3,20161218,8,2.9,1.4,1.1,2.4,1.3,2.6,,
경륜,2016,49,3,20161218,9,1.8,1.3,1.8,3.9,2.7,17.5,,
경륜,2016,49,3,20161218,10,3.5,1.3,2.9,18.8,10.7,51.7,,
경륜,2016,49,3,20161218,11,1.8,1.4,1.1,2.9,2,2.5,,
경륜,2016,49,3,20161218,12,1.4,1.1,3,4.9,4.2,4.9,,
경륜,2016,49,3,20161218,13,1.2,1,3,4.9,4.1,9.7,,
경륜,2016,49,3,20161218,14,6.3,2.1,1.1,12.4,3.6,13.4,,
경륜,2016,49,3,20161218,15,1.2,1,9.5,14.5,13.2,7.5,,
경륜,2016,50,1,20161223,1,1.4,1,1.6,1.6,1.2,1.5,,
경륜,2016,50,1,20161223,2,1.9,1.1,1.3,2.5,1.2,3.4,,
경륜,2016,50,1,20161223,3,2.5,1.3,1.1,3,1.2,1.9,,
경륜,2016,50,1,20161223,4,1.2,1,1,1.6,1.1,1.8,,
경륜,2016,50,1,20161223,5,1.7,1,1,2.2,1.2,2.7,,
경륜,2016,50,1,20161223,6,1,1,1.5,1.5,1.4,1.8,,
경륜,2016,50,1,20161223,7,1,1,35,15.5,13.8,67.4,,
경륜,2016,50,1,20161223,8,1,1,1.2,1.4,1.2,1.7,,
경륜,2016,50,1,20161223,9,37.3,12.7,1.1,103.9,20.5,2.3,,
경륜,2016,50,1,20161223,10,1.1,1,16.2,20.6,17.4,6.8,,
경륜,2016,50,1,20161223,11,1,1,1.8,1.9,1.8,2.6,,
경륜,2016,50,1,20161223,12,1,1.1,1,1.4,1.2,1.5,,
경륜,2016,50,1,20161223,13,1,1,3.4,2.8,2.7,4.7,,
경륜,2016,50,1,20161223,14,1,1,1.6,1.6,1.5,8.5,,
경륜,2016,50,1,20161223,15,1,1,4.6,3.4,3.8,30.1,,
경륜,2016,50,2,20161224,1,1.2,1,1.3,2,1.3,3,,
경륜,2016,50,2,20161224,2,2.6,1.2,1,4.4,1.6,10.6,,
경륜,2016,50,2,20161224,3,13.4,4.5,1.1,27,6.3,3.2,,
경륜,2016,50,2,20161224,4,1.8,1,2.4,4.6,2.8,20,,
경륜,2016,50,2,20161224,5,5.6,4.8,3.7,25.4,11.6,35.2,,
경륜,2016,50,2,20161224,6,3.5,1.3,12.1,53.1,34.4,6,,
경륜,2016,50,2,20161224,7,1.7,1,4,9.2,7.1,115.9,,
경륜,2016,50,2,20161224,8,1.5,1.2,3.5,5.6,3.3,6.4,,
경륜,2016,50,2,20161224,9,1.2,1.1,1.3,2.3,1.7,2.7,,
경륜,2016,50,2,20161224,10,1.4,1.2,2.4,3,2.8,2.3,,
경륜,2016,50,2,20161224,11,1.1,1,1.6,2.5,2.2,2.9,,
경륜,2016,50,2,20161224,12,2.4,1.3,1.1,7,2.9,2.4,,
경륜,2016,50,2,20161224,13,6.1,2.4,1.7,17.6,8.2,3.9,,
경륜,2016,50,2,20161224,14,1.2,1,6.4,14.6,11.8,14.3,,
경륜,2016,50,2,20161224,15,1.2,1,1.3,1.9,1.7,1.7,,
경륜,2016,50,3,20161225,1,1.1,1,4.2,4.8,4.3,6.3,,
경륜,2016,50,3,20161225,2,1.2,1.1,1.9,2.6,2.3,2.1,,
경륜,2016,50,3,20161225,3,2.8,1.4,1.1,4.2,1.6,4.4,,
경륜,2016,50,3,20161225,4,9.6,3.9,3.6,68.6,37.3,22.1,,
경륜,2016,50,3,20161225,5,1.8,1.3,1.1,2.4,1.3,1.7,,
경륜,2016,50,3,20161225,6,2.7,1.4,2,6.6,3.6,9.6,,
경륜,2016,50,3,20161225,7,6.4,3.1,8.2,74.3,46.2,19.4,,
경륜,2016,50,3,20161225,8,1.3,1.2,1.2,2.5,1.6,10.2,,
경륜,2016,50,3,20161225,9,3.1,1.2,15.4,49.5,39.1,27.7,,
경륜,2016,50,3,20161225,10,8.4,1.7,1,9.7,1.9,9.1,,
경륜,2016,50,3,20161225,11,1.1,1.1,2.2,3,3.2,8,,
경륜,2016,50,3,20161225,12,1.9,1.4,2.6,14.9,10.6,2.5,,
경륜,2016,50,3,20161225,13,7.6,2.8,1.1,8,3.5,34,,
경륜,2016,50,3,20161225,14,1.2,1,1.4,1.8,1.6,5,,
경륜,2016,50,3,20161225,15,1.9,1,2.3,5.5,3.1,22,,
경륜,2016,51,1,20161230,1,1.5,2.3,2.2,7.6,5.9,5.1,,
경륜,2016,51,1,20161230,2,2.8,1.3,6.3,36.5,27.3,9.1,,
경륜,2016,51,1,20161230,3,9.2,2.1,2,15.8,5.9,9.1,,
경륜,2016,51,1,20161230,4,1.8,1.7,2.7,9.5,5.9,4.6,,
경륜,2016,51,1,20161230,5,1.4,1.3,2.7,5.7,4.6,14,,
경륜,2016,51,1,20161230,6,3.4,1.6,3.6,19.4,9.9,52.4,,
경륜,2016,51,1,20161230,7,1.5,1.3,1.6,4.3,3,8.3,,
경륜,2016,51,1,20161230,8,1.2,1.1,2.1,5.2,4.4,10.8,,
경륜,2016,51,1,20161230,9,1.4,1.1,1.4,3.6,2.5,8.7,,
경륜,2016,51,1,20161230,10,2,1.1,3.7,9.8,9,4.1,,
경륜,2016,51,1,20161230,11,10.2,2.9,8.2,148.9,78.2,34.3,,
경륜,2016,51,1,20161230,12,3.5,1.7,1,5.1,1.2,2.8,,
경륜,2016,51,1,20161230,13,1,1,1.4,1.6,1.3,2.4,,
경륜,2016,51,1,20161230,14,1,1,21.1,56.2,47.8,417.3,,
경륜,2016,51,1,20161230,15,1,1,1.1,1.3,1.3,2.7,,
경륜,2016,51,2,20161231,1,11.3,3,2.8,41,16.2,6.9,,
경륜,2016,51,2,20161231,2,3.5,3.7,3.5,25.1,15.9,72.7,,
경륜,2016,51,2,20161231,3,14.9,7.5,1.2,60.7,18.4,50,,
경륜,2016,51,2,20161231,4,3.9,2.8,1.8,10.6,4.6,13,,
경륜,2016,51,2,20161231,5,2.6,1.2,1.5,6.1,3.6,18,,
경륜,2016,51,2,20161231,6,3.3,1.6,3.1,15.8,10.4,6,,
경륜,2016,51,2,20161231,7,11.9,10.5,3.9,75.4,36.3,13.5,,
경륜,2016,51,2,20161231,8,5.3,3.6,2.8,46,26.6,27.7,,
경륜,2016,51,2,20161231,9,3.7,1.8,2.5,15.7,8.7,47,,
경륜,2016,51,2,20161231,10,5,1.9,2.7,26,16.8,8.3,,
경륜,2016,51,2,20161231,11,1.6,1.8,1.9,3.5,2.5,17.7,,
경륜,2016,51,2,20161231,12,2.9,1.7,1.2,5.6,2.4,8.8,,
경륜,2016,51,2,20161231,13,4.9,1.7,1.5,17.2,7.7,2.1,,
경륜,2016,51,2,20161231,14,1.7,1.3,4.7,11.3,9.9,3.9,,
경륜,2016,51,2,20161231,15,1,1,2.2,3.1,2.7,2.5,,
경륜,2017,1,1,20170106,1,5.3,2.1,2.9,187.6,145.3,346,,
경정,2017,1,1,20170125,1,2,1.2,1.3,2.9,1.7,4.6,,
경륜,2017,1,1,20170106,2,1.3,1,7.3,13.3,11.9,6.5,,
경정,2017,1,1,20170125,2,1,1,2.5,2.8,2.8,2.6,,
경륜,2017,1,1,20170106,3,1.7,1.2,1.5,5.6,2.8,3.9,,
경정,2017,1,1,20170125,3,7.3,4.5,1.2,16.8,6.8,3.2,,
경륜,2017,1,1,20170106,4,1.5,1,1.1,2.4,1.5,3.4,,
경정,2017,1,1,20170125,4,1.2,1,10.6,18,16.6,15.2,,
경륜,2017,1,1,20170106,5,1.6,1.1,2.3,2.9,2.1,1.8,,
경정,2017,1,1,20170125,5,10.5,4.1,1.5,44.6,13.5,88.6,,
경륜,2017,1,1,20170106,6,1.2,1,2.9,3.6,3.4,3.1,,
경정,2017,1,1,20170125,6,5.7,1,,3.1,1,1,,
경륜,2017,1,1,20170106,7,1.6,1,1.2,1.6,1.2,1.9,,
경정,2017,1,1,20170125,7,2.3,1.3,6.3,17.8,14.8,7.6,,
경륜,2017,1,1,20170106,8,1.7,1.2,2.1,6.8,4.8,1.7,,
경정,2017,1,1,20170125,8,1.5,1.1,2.4,7.3,6.6,5.3,,
경륜,2017,1,1,20170106,9,1,1,1.3,2.1,1.8,2.4,,
경정,2017,1,1,20170125,9,27,5.6,3,272.2,70.8,24.1,,
경륜,2017,1,1,20170106,10,1.4,1,2,1.9,1.4,16.6,,
경정,2017,1,1,20170125,10,1.2,1.2,1.7,4,2.7,6.8,,
경륜,2017,1,1,20170106,11,1.5,1,2,2.6,2,5,,
경정,2017,1,1,20170125,11,3.1,4.2,3.9,18.9,12.6,7.4,,
경륜,2017,1,1,20170106,12,3.2,1.1,1.2,4.3,1.2,1.4,,
경정,2017,1,1,20170125,12,1.4,1.4,4,9.8,8.5,5.1,,
경륜,2017,1,1,20170106,13,1,1,2.5,2.3,2.2,7.3,,
경정,2017,1,1,20170125,13,1.5,1,2.3,5,3.3,2.5,,
경륜,2017,1,1,20170106,14,1,1,1.8,2,2.2,18.3,,
경정,2017,1,1,20170125,14,2.1,1.2,2.7,4.6,2.2,4.2,,
경정,2017,1,1,20170125,15,5,3.9,3.1,14.8,8.1,14.4,,
경정,2017,1,1,20170125,16,6.2,2.1,1.3,9.8,3.1,3.4,,
경륜,2017,1,2,20170107,1,1.5,1.1,3.2,4.7,3.3,1.6,,
경정,2017,1,2,20170126,1,3.2,1.5,1.5,5.9,2.5,7.1,,
경륜,2017,1,2,20170107,2,1.3,1,1.4,1.7,1.4,1.7,,
경정,2017,1,2,20170126,2,4.5,1.4,4.2,32,24,37,,
경륜,2017,1,2,20170107,3,2.1,1.2,1.8,4,2.9,2.3,,
경정,2017,1,2,20170126,3,3,1,1.5,5.1,2.2,1.9,,
경륜,2017,1,2,20170107,4,4.1,1.5,1.1,5.7,1.5,2.9,,
경정,2017,1,2,20170126,4,8.4,2.2,1.7,21.7,11,10.5,,
경륜,2017,1,2,20170107,5,1.7,1.1,1.1,2.3,1.5,1.5,,
경정,2017,1,2,20170126,5,1,1,2.2,2,1.6,2.6,,
경륜,2017,1,2,20170107,6,3,1.3,1,3.3,1.1,1.6,,
경정,2017,1,2,20170126,6,1.3,1.1,4.2,7.6,5.9,5.5,,
경륜,2017,1,2,20170107,7,2.3,1,1.1,3,1.4,11,,
경정,2017,1,2,20170126,7,5.4,2.4,4.7,45.4,31.5,18.4,,
경륜,2017,1,2,20170107,8,1.2,1,1.4,2,1.7,1.8,,
경정,2017,1,2,20170126,8,12.1,3,1.6,31.7,7.5,3.3,,
경륜,2017,1,2,20170107,9,1.1,1.1,1.1,1.6,1.2,1.8,,
경정,2017,1,2,20170126,9,6,2.7,2,27.8,13.2,10,,
경륜,2017,1,2,20170107,10,1.2,1.2,1,1.8,1.2,1.6,,
경정,2017,1,2,20170126,10,2.6,1.7,2,5.6,3.5,3.2,,
경륜,2017,1,2,20170107,11,112.1,38,1.9,364.9,65,267.6,,
경정,2017,1,2,20170126,11,2.2,1.8,3.4,15.1,11.4,3.8,,
경륜,2017,1,2,20170107,12,1.4,1,1,1.6,1,1.5,,
경정,2017,1,2,20170126,12,1.4,1.1,5.1,7.5,6.3,31.7,,
경륜,2017,1,2,20170107,13,1,1,2.3,2.1,2.4,4.9,,
경정,2017,1,2,20170126,13,3,2.3,2.2,10.5,7.3,43.9,,
경륜,2017,1,2,20170107,14,1.1,1.3,1,1.7,1.6,34,,
경정,2017,1,2,20170126,14,11.4,2.5,3.6,83.7,31.6,17.5,,
경정,2017,1,2,20170126,15,2.5,1.2,4.9,21.4,12.7,20.4,,
경정,2017,1,2,20170126,16,1.5,1.5,1.8,3.4,3,13.8,,
경륜,2017,1,3,20170108,1,4.7,1.6,1.2,3.9,1.5,21.3,,
경정,2017,1,3,20170127,1,1.3,1.2,1.3,2.1,1.6,7.3,,
경륜,2017,1,3,20170108,2,1.6,1.2,1.2,3.8,1.7,9.1,,
경정,2017,1,3,20170127,2,3.5,1.5,1.3,7.3,2.6,3,,
경륜,2017,1,3,20170108,3,3.3,1.3,2.8,19.7,11.4,1.8,,
경정,2017,1,3,20170127,3,2.1,1.5,2.6,10.2,7.7,6,,
경륜,2017,1,3,20170108,4,2,1.4,2.3,6.5,3,4.5,,
경정,2017,1,3,20170127,4,1.6,1.1,2.5,4.1,2.8,4,,
경륜,2017,1,3,20170108,5,1.6,1.3,1,3,1.4,1.7,,
경정,2017,1,3,20170127,5,1.1,1,2.2,3.4,2.8,5.4,,
경륜,2017,1,3,20170108,6,3.6,1.5,1.2,8.6,1.9,3.2,,
경정,2017,1,3,20170127,6,1.2,1.1,1.4,2,1.7,3.7,,
경륜,2017,1,3,20170108,7,1.2,1.3,1.8,3,2.2,3.1,,
경정,2017,1,3,20170127,7,1.8,1,1.6,3.3,1.9,3.1,,
경륜,2017,1,3,20170108,8,1.3,1,6.8,11.6,10.4,22.9,,
경정,2017,1,3,20170127,8,2.8,1.4,4.3,15.6,11,29.2,,
경륜,2017,1,3,20170108,9,1.4,1.3,1.3,1.7,1.4,2.3,,
경정,2017,1,3,20170127,9,1.3,1.1,1.9,2.9,2.3,3.9,,
경륜,2017,1,3,20170108,10,10.3,3,11,56.1,42.8,93.9,,
경정,2017,1,3,20170127,10,3.1,1.4,1.3,4.7,1.9,2.2,,
경륜,2017,1,3,20170108,11,1.3,1.2,1.3,1.8,1.3,2.4,,
경정,2017,1,3,20170127,11,1.8,1.2,1.3,3.2,1.8,3.3,,
경륜,2017,1,3,20170108,12,1.9,1.2,29,52.1,44.7,17.1,,
경정,2017,1,3,20170127,12,3.3,1.6,5.6,29,22.2,16.5,,
경륜,2017,1,3,20170108,13,7.6,2.5,14.7,85.9,63.5,47.1,,
경정,2017,1,3,20170127,13,1.3,1.2,1.7,3.8,2.4,4.8,,
경륜,2017,1,3,20170108,14,5.8,3.4,1.4,11,4.6,6.8,,
경정,2017,1,3,20170127,14,2.2,1,1.4,3.6,1.7,3.2,,
경정,2017,1,3,20170127,15,1.2,1,4.6,6.5,5.4,14.5,,
경정,2017,1,3,20170127,16,1.2,1.1,1.8,2.5,1.9,2.8,,
경륜,2017,2,1,20170113,1,3.2,1.3,2.1,12.9,5.7,1.4,,
경정,2017,2,1,20170201,1,2,1.2,8.5,15.3,14.7,3.5,,
경륜,2017,2,1,20170113,2,6.8,3.8,1.5,14,4.9,1.8,,
경정,2017,2,1,20170201,2,1.1,1,3.4,2.9,2.5,3.3,,
경륜,2017,2,1,20170113,3,1.8,1,2.7,3.7,2.2,1.6,,
경정,2017,2,1,20170201,3,3.3,1.4,1.5,8.6,3.2,16.8,,
경륜,2017,2,1,20170113,4,3.2,1.9,1.1,4.7,1.7,1.8,,
경정,2017,2,1,20170201,4,1.1,1.1,2.1,2.8,2.4,7.2,,
경륜,2017,2,1,20170113,5,1.4,1,3.8,8.6,5.8,2.8,,
경정,2017,2,1,20170201,5,2.6,1.3,1.5,6.2,2.4,3.2,,
경륜,2017,2,1,20170113,6,1.3,1.1,1.2,1.5,1.3,4.3,,
경정,2017,2,1,20170201,6,3,2.4,2.8,21.7,12.9,2,,
경륜,2017,2,1,20170113,7,4.7,2,1,14.8,5.2,24.9,,
경정,2017,2,1,20170201,7,1.7,1.9,3.6,13.6,9.5,18.8,,
경륜,2017,2,1,20170113,8,1.1,1.3,2.3,3.8,3.6,1.9,,
경정,2017,2,1,20170201,8,4,1.8,1.6,10.8,3.2,3.8,,
경륜,2017,2,1,20170113,9,5.8,1,1.3,5.8,1.3,1.4,,
경정,2017,2,1,20170201,9,2.2,1.3,1.2,2.7,1.4,15.6,,
경륜,2017,2,1,20170113,10,1.8,1.3,6.5,23.9,19.6,5.6,,
경정,2017,2,1,20170201,10,4.2,2.5,7.1,50.9,43.7,17.6,,
경륜,2017,2,1,20170113,11,1.1,1,3.8,4.4,4.4,2.2,,
경정,2017,2,1,20170201,11,3.5,1.5,2.3,9.4,4.2,2.9,,
경륜,2017,2,1,20170113,12,2,1.2,1.1,2.3,1.3,1.4,,
경정,2017,2,1,20170201,12,2.5,1.7,1.2,7,2.8,3.1,,
경륜,2017,2,1,20170113,13,1,1,1.6,2,1.9,2.5,,
경정,2017,2,1,20170201,13,1.3,1.1,1.8,2.6,1.7,9.1,,
경륜,2017,2,1,20170113,14,1,1,1.2,1.5,1.5,2.9,,
경정,2017,2,1,20170201,14,1.3,1,1.9,2.7,2.1,3.8,,
경정,2017,2,1,20170201,15,2.7,1.3,5.5,20.2,15.4,5.5,,
경정,2017,2,1,20170201,16,2.1,1.6,3.2,8.8,6.2,2.1,,
경륜,2017,2,2,20170114,1,1.1,1,1.4,1.6,1.3,3.5,,
경정,2017,2,2,20170202,1,1.6,1.2,8.1,15.1,11.6,23.3,,
경륜,2017,2,2,20170114,2,2.5,1.2,1.2,4.5,1.8,23.2,,
경정,2017,2,2,20170202,2,2.7,1.4,1,5.1,1.6,7.9,,
경륜,2017,2,2,20170114,3,1.5,1,1.3,1.8,1.2,1.4,,
경정,2017,2,2,20170202,3,1.2,1,1.2,1.5,1.2,4.5,,
경륜,2017,2,2,20170114,4,1.5,1,1.1,2,1.3,2.7,,
경정,2017,2,2,20170202,4,2.6,1.1,1.2,4.7,2.1,5.3,,
경륜,2017,2,2,20170114,5,13.1,4.7,1.6,18.5,8,3.9,,
경정,2017,2,2,20170202,5,1.2,1,3,4.1,3.8,7.6,,
경륜,2017,2,2,20170114,6,1.1,1,15.6,13,8.7,81.6,,
