RACE_YEAR,MOTOR_NO,PRACE_NCNT,N1CK_NCNT,N2CK_NCNT,N3CK_NCNT,AVRG_CKSN_SCORE_VALUE,YUNDAE_RT,BEST_SAIL_TIME_VALUE,N2JU_BEST_TIME_VALUE,N3JU_BEST_TIME_VALUE
2019,M2016097,122,61,27,12,7.93,72.1,1:15.194,1:15.194,1:55.025
2019,M2018102,113,7,10,9,3.55,15,1:15.687,1:15.687,1:55.798
2019,M2018103,124,51,23,19,7.37,59.7,1:13.904,1:13.904,1:51.399
2019,M2018104,181,26,28,32,5.02,29.8,1:15.107,1:15.107,1:55.289
2019,M2018105,168,16,24,26,4.6,23.8,1:15.855,1:15.855,1:54.529
2019,M2018106,170,14,19,31,4.28,19.4,1:15.166,1:15.166,1:54.995
2019,M2018107,164,16,22,22,4.19,23.2,1:15.500,1:15.500,1:54.260
2019,M2018108,184,31,34,28,5.26,35.3,1:15.117,1:15.117,1:54.258
2019,M2018109,122,10,14,18,3.98,19.7,1:16.190,1:16.190,1:56.322
2019,M2018110,188,27,35,32,5.13,33,1:15.464,1:15.464,1:55.466
2019,M2018111,193,27,33,25,4.76,31.1,1:15.913,1:15.913,1:55.862
2019,M2018113,170,20,17,31,4.41,21.8,1:15.796,1:15.796,1:53.519
2019,M2018114,189,27,26,24,4.69,28,1:15.286,1:15.286,1:51.844
2019,M2018115,185,25,28,31,4.77,28.6,1:16.034,1:16.034,1:53.779
2019,M2018117,143,8,22,16,3.93,21,1:15.601,1:15.601,1:54.940
2019,M2018120,125,60,33,15,8.2,74.4,1:13.953,1:13.953,1:52.415
2019,M2018121,161,21,25,21,4.51,28.6,1:15.664,1:15.664,1:54.644
2019,M2018122,120,33,23,20,6.43,46.7,1:14.153,1:14.153,1:51.023
2019,M2018125,167,37,35,31,6.05,43.1,1:14.761,1:14.761,1:53.061
2019,M2018126,157,17,17,26,4.39,21.7,1:15.075,1:15.075,1:54.584
2019,M2018127,179,28,43,25,5.42,39.7,1:14.892,1:14.892,1:54.131
2019,M2018128,166,34,29,36,5.67,38,1:15.049,1:15.049,1:53.311
2019,M2018129,129,38,29,23,6.71,51.9,1:14.109,1:14.109,1:52.673
2019,M2018130,141,34,27,24,6.1,43.3,1:14.848,1:14.848,1:53.410
2019,M2018131,132,12,16,21,4.1,21.2,1:15.346,1:15.346,1:55.488
2019,M2018132,177,28,30,26,4.98,32.8,1:15.002,1:15.002,1:53.935
2019,M2018133,181,21,43,37,5.48,35.4,1:15.351,1:15.351,1:53.129
2019,M2018134,108,5,9,21,3.7,13,1:16.444,1:16.444,1:59.994
2019,M2018135,118,7,7,24,3.7,11.9,1:16.184,1:16.184,1:57.672
2019,M2018137,127,14,17,20,4.41,24.4,1:15.143,1:15.143,1:53.230
2019,M2018138,128,46,24,20,6.79,54.7,1:13.602,1:13.602,1:53.124
2019,M2018139,179,34,45,20,5.68,44.1,1:15.085,1:15.085,1:54.609
2019,M2018141,187,27,29,40,4.97,29.9,1:15.732,1:15.732,1:53.554
2019,M2018142,0,0,0,0,0,0,0:.,0:.,:.
2019,M2018143,0,0,0,0,0,0,0:.,0:.,:.
2019,M2018146,152,10,23,27,4.3,21.7,1:15.223,1:15.223,1:56.331
2019,M2018149,140,45,28,19,6.5,52.1,1:13.721,1:13.721,1:53.569
2019,M2018150,131,47,30,18,7.21,58.8,1:14.156,1:14.156,1:50.815
2019,M2018151,156,29,24,34,5.51,34,1:14.759,1:14.759,1:56.393
2019,M2018153,184,17,41,30,4.92,31.5,1:15.618,1:15.618,1:54.291
2019,M2018154,164,28,36,34,5.64,39,1:15.073,1:15.073,1:53.770
2019,M2018155,137,33,25,22,5.92,42.3,1:14.903,1:14.903,1:55.560
2019,M2018158,167,37,29,31,5.77,39.5,1:14.755,1:14.755,1:53.489
2019,M2016018,155,14,20,31,4.51,21.9,1:15.769,1:15.769,1:55.168
2019,M2016019,169,49,38,30,6.57,51.5,1:15.313,1:15.313,1:56.054
2019,M2016020,10,0,0,2,2.5,0,1:56.868,1:56.868,1:56.868
2019,M2016021,203,63,42,29,6.52,51.7,1:15.639,1:15.639,1:54.776
2019,M2016022,62,1,7,7,3.4,12.9,1:17.983,1:17.983,2:02.484
2019,M2016023,164,24,19,34,4.77,26.2,1:15.654,1:15.654,1:56.540
2019,M2016024,208,33,23,30,4.69,26.9,1:14.930,1:14.930,1:59.229
2019,M2016025,73,5,8,9,3.79,17.8,1:16.150,1:16.150,1:59.074
2019,M2016026,183,11,29,36,4.46,21.9,1:15.731,1:15.731,1:58.241
2019,M2016027,95,5,12,13,4.01,17.9,1:15.133,1:15.133,2:03.520
2019,M2016028,6,0,1,0,3.33,16.7,1:20.429,1:20.429,1:56.761
2019,M2016029,178,17,27,26,4.43,24.7,1:14.635,1:14.635,1:56.129
2019,M2016030,196,24,41,28,5.05,33.2,1:15.191,1:15.191,1:58.850
2019,M2016031,122,41,32,21,7.14,59.8,1:15.607,1:15.607,2:00.373
2019,M2016032,207,42,34,37,5.58,36.7,1:16.642,1:16.642,1:55.185
2019,M2016033,80,5,12,11,3.91,21.3,1:17.060,1:17.060,1:58.210
2019,M2016034,204,59,42,36,6.36,49.5,1:15.511,1:15.511,1:55.851
2019,M2016035,213,36,33,39,5.26,32.4,1:15.331,1:15.331,1:59.995
2019,M2016036,69,1,11,12,3.78,17.4,1:17.146,1:17.146,2:00.532
2019,M2016037,5,0,0,1,2.8,0,1:58.806,1:58.806,1:58.806
2019,M2016038,7,1,0,0,2.71,14.3,1:17.210,1:17.210,1:58.247
2019,M2016039,66,5,6,9,3.98,16.7,1:15.262,1:15.262,2:03.350
2019,M2016040,18,1,2,1,3.5,16.7,1:17.232,1:17.232,1:54.163
2019,M2016041,16,0,3,1,2.94,18.8,1:19.017,1:19.017,1:55.694
2019,M2016042,194,43,38,25,5.78,41.8,1:14.904,1:14.904,1:59.559
2019,M2016043,9,0,2,0,3,22.2,1:19.571,1:19.571,1:56.948
2019,M2016044,116,58,28,11,7.98,74.1,1:14.495,1:14.495,1:58.940
2019,M2016045,214,25,33,42,4.83,27.1,1:15.012,1:15.012,1:58.881
2019,M2016047,140,16,16,22,4.33,22.9,1:14.011,1:14.011,1:57.477
2019,M2016048,214,32,41,35,5.21,34.1,1:15.545,1:15.545,2:03.786
2019,M2016050,12,0,2,1,3.42,16.7,1:18.913,1:18.913,1:56.615
2019,M2016051,217,44,38,42,5.72,37.8,1:15.442,1:15.442,1:56.223
2019,M2016053,208,20,41,31,4.81,29.3,1:16.198,1:16.198,2:01.498
2019,M2016054,151,41,27,28,6.16,45,1:15.840,1:15.840,1:54.400
2019,M2016056,3,0,0,0,1.67,0,1:22.291,1:22.291,2:00.799
2019,M2016057,210,34,55,42,5.78,42.4,1:14.410,1:14.410,1:57.515
2019,M2016059,5,0,0,0,1.2,0,2:00.709,2:00.709,2:00.709
2019,M2016060,148,11,20,22,4.32,20.9,1:15.613,1:15.613,1:59.842
2019,M2016062,74,3,12,9,3.97,20.3,1:17.344,1:17.344,1:56.884
2019,M2016063,10,0,1,0,2.5,10,1:20.250,1:20.250,1:58.424
2019,M2016065,21,0,3,4,3.38,14.3,1:17.392,1:17.392,1:55.111
2019,M2016066,109,82,16,5,9.14,89.9,1:14.145,1:14.145,1:51.872
2019,M2016068,154,11,19,32,4.21,19.5,1:16.054,1:16.054,2:00.483
2019,M2016069,57,3,4,8,3.53,12.3,1:17.101,1:17.101,2:02.296
2019,M2016071,214,30,43,36,5.25,34.1,1:14.840,1:14.840,1:59.807
2019,M2016072,202,44,44,36,6.01,43.6,1:14.672,1:14.672,1:57.107
2019,M2016073,97,10,7,14,3.72,17.5,1:16.414,1:16.414,2:01.242
2019,M2016075,5,0,0,0,1.6,0,1:19.904,1:19.904,1:59.120
2019,M2016076,197,28,43,36,5.44,36,1:16.281,1:16.281,1:56.371
2019,M2016078,200,21,35,30,4.69,28,1:15.894,1:15.894,2:03.866
2019,M2016079,11,0,1,1,3,9.1,1:18.412,1:18.412,1:58.330
2019,M2016081,176,12,23,35,4.39,19.9,1:16.782,1:16.782,1:58.229
2019,M2016082,16,0,1,3,3.06,6.3,1:17.614,1:17.614,1:55.870
2019,M2016084,187,67,38,28,6.82,56.1,1:14.647,1:14.647,1:59.245
2019,M2016085,27,3,2,5,3.74,18.5,1:17.295,1:17.295,1:56.030
2019,M2016087,63,4,9,6,3.79,20.6,1:15.315,1:15.315,2:03.084
2019,M2016088,206,22,28,32,4.45,24.3,1:14.925,1:14.925,1:57.165
2019,M2016090,15,0,1,2,3.07,6.7,1:18.144,1:18.144,1:58.061
2019,M2016091,19,0,3,1,3.32,15.8,1:19.472,1:19.472,1:57.388
2019,M2016093,157,12,32,22,4.7,28,1:16.603,1:16.603,2:00.513
2019,M2016094,11,0,0,1,3.09,0,1:18.162,1:18.162,1:56.642
2019,M2016096,9,0,0,1,3.11,0,1:18.836,1:18.836,1:55.656
2019,M2016099,97,5,14,14,4.06,19.6,1:16.418,1:16.418,1:58.406
2019,M2016100,3,0,0,1,3,0,1:21.194,1:21.194,1:58.470
2019,M2016102,195,29,34,37,5.1,32.3,1:14.985,1:14.985,1:59.400
2019,M2016103,211,33,43,49,5.68,36,1:16.035,1:16.035,2:04.054
2019,M2016105,14,0,2,3,3.29,14.3,1:16.354,1:16.354,1:57.636
2019,M2016106,215,42,51,38,5.82,43.3,1:15.336,1:15.336,1:55.544
2019,M2016108,23,3,6,4,5.17,39.1,1:14.940,1:14.940,1:52.612
2019,M2016109,8,0,0,0,1.63,0,1:19.830,1:19.830,2:00.435
2019,M2016111,141,12,20,16,4.19,22.7,1:15.953,1:15.953,1:56.583
2019,M2016112,210,33,38,41,5.31,33.8,1:14.036,1:14.036,1:56.061
2019,M2016114,124,50,29,16,7.23,63.7,1:13.618,1:13.618,2:01.461
2019,M2016115,186,17,26,38,4.6,23.1,1:16.524,1:16.524,1:58.419
2019,M2016117,13,0,1,1,3.08,7.7,1:17.447,1:17.447,1:58.208
2019,M2016118,187,26,42,37,5.56,36.4,1:15.448,1:15.448,1:53.830
2019,M2016120,208,23,28,41,4.66,24.5,1:15.242,1:15.242,1:59.330
2019,M2016121,199,52,39,35,6.23,45.7,1:15.086,1:15.086,1:55.133
2019,M2016123,51,3,2,4,3,9.8,1:17.696,1:17.696,1:55.325
2019,M2016124,216,26,41,33,4.81,31,1:15.278,1:15.278,1:56.723
2019,M2016126,212,48,32,38,5.66,37.7,1:14.923,1:14.923,2:00.414
2019,M2016127,215,25,36,40,4.8,28.4,1:15.957,1:15.957,2:00.607
2019,M2016129,196,39,46,46,6.09,43.4,1:15.570,1:15.570,1:56.168
2019,M2016130,206,45,45,29,5.83,43.7,1:15.932,1:15.932,1:56.487
2019,M2016001,128,55,37,14,7.72,71.9,1:14.510,1:14.510,1:56.752
2019,M2016002,96,7,13,14,3.93,20.8,1:15.243,1:15.243,1:56.312
2019,M2016003,175,22,21,34,4.54,24.6,1:15.481,1:15.481,1:57.731
2019,M2016004,191,53,40,30,6.32,48.7,1:15.114,1:15.114,1:57.765
2019,M2016005,74,7,7,11,3.96,18.9,1:16.822,1:16.822,1:57.657
2019,M2016006,156,17,16,21,4.14,21.2,1:15.217,1:15.217,1:55.953
2019,M2016007,172,54,35,32,6.6,51.7,1:15.470,1:15.470,1:58.233
2019,M2016008,215,29,45,46,5.52,34.4,1:15.188,1:15.188,1:57.306
2019,M2016009,60,8,10,9,4.75,30,1:16.616,1:16.616,1:53.700
2019,M2016010,181,23,23,30,4.66,25.4,1:15.453,1:15.453,1:54.812
2019,M2016011,22,1,0,5,3.73,4.5,1:18.692,1:18.692,1:57.256
2019,M2016012,156,16,18,20,4.2,21.8,1:16.756,1:16.756,1:55.620
2019,M2016014,102,8,13,16,4.14,20.6,1:16.264,1:16.264,1:57.563
2019,M2016015,202,50,38,35,5.93,43.6,1:15.369,1:15.369,1:57.449
2019,M2016016,198,15,30,38,4.5,22.7,1:14.729,1:14.729,1:53.541
2019,M2016017,178,46,38,36,6.44,47.2,1:14.768,1:14.768,1:55.420
2019,M2016131,137,17,9,26,4.18,19,1:15.893,1:15.893,1:54.541
2019,M2016133,126,10,16,17,4.09,20.6,1:16.300,1:16.300,2:04.825
2019,M2016134,199,26,26,35,4.71,26.1,1:16.375,1:16.375,2:01.898
2019,M2016136,199,30,47,36,5.48,38.7,1:15.731,1:15.731,1:58.046
2019,M2016137,10,1,0,0,3,10,1:17.277,1:17.277,1:57.535
2019,M2016139,189,15,40,35,4.81,29.1,1:14.978,1:14.978,1:57.853
2019,M2016140,14,1,0,3,3.5,7.1,1:19.341,1:19.341,1:54.988
2019,M2016142,13,4,1,0,4.62,38.5,1:16.578,1:16.578,1:53.306
2019,M2016143,184,18,24,23,4.25,22.8,1:16.361,1:16.361,2:03.785
2019,M2016145,208,21,24,47,4.73,21.6,1:17.028,1:17.028,2:00.059
2019,M2016146,201,53,34,41,6.28,43.3,1:15.064,1:15.064,1:58.702
2019,M2016148,164,13,23,20,4.12,22,1:16.698,1:16.698,2:00.878
2019,M2016149,201,49,46,27,6.09,47.3,1:15.021,1:15.021,2:00.033
2019,M2016150,179,19,28,29,4.59,26.3,1:15.953,1:15.953,2:03.071
2019,M2016151,66,5,5,9,3.71,15.2,1:16.585,1:16.585,1:59.933
2019,M2016153,200,25,22,43,4.72,23.5,1:15.128,1:15.128,1:58.030
2019,M2016154,211,50,36,38,5.83,40.8,1:15.749,1:15.749,1:58.011
2019,M2016156,214,26,36,36,4.72,29,1:16.085,1:16.085,1:58.186
2019,M2016157,193,54,35,33,6.12,46.1,1:15.317,1:15.317,1:55.666
2019,M2016160,7,0,0,1,2.43,0,1:18.653,1:18.653,1:57.426
2019,M2018002,160,30,45,30,5.94,46.9,1:14.503,1:14.503,1:53.790
2019,M2018003,160,14,19,21,4.1,20.6,1:16.491,1:16.491,1:54.204
2019,M2018005,188,25,35,32,5.01,31.9,1:14.234,1:14.234,1:54.558
2019,M2018006,165,10,34,27,4.53,26.7,1:16.327,1:16.327,1:54.967
2019,M2018008,172,23,29,29,5,30.2,1:15.337,1:15.337,1:55.178
2019,M2018009,163,32,29,34,5.66,37.4,1:15.519,1:15.519,1:53.769
2019,M2018013,171,18,26,27,4.62,25.7,1:15.653,1:15.653,1:56.016
2019,M2018015,0,0,0,0,0,0,0:.,0:.,:.
2019,M2018016,157,30,28,25,5.39,36.9,1:15.111,1:15.111,1:52.522
2019,M2018019,100,1,11,12,3.24,12,1:17.357,1:17.357,2:00.204
2019,M2018020,150,38,37,18,6.17,50,1:14.779,1:14.779,1:52.239
2019,M2018025,0,0,0,0,0,0,0:.,0:.,:.
2019,M2018026,127,12,13,21,4.26,19.7,1:14.740,1:14.740,1:53.098
2019,M2018027,139,14,22,17,4.47,25.9,1:15.354,1:15.354,1:55.343
2019,M2018029,128,41,23,24,6.65,50,1:14.299,1:14.299,1:53.170
2019,M2018031,151,26,34,21,5.58,39.7,1:14.708,1:14.708,1:53.339
2019,M2018033,170,26,24,31,5.01,29.4,1:14.229,1:14.229,1:53.843
2019,M2018034,141,17,19,25,4.58,25.5,1:14.811,1:14.811,1:54.818
2019,M2018036,145,18,15,24,4.39,22.8,1:15.556,1:15.556,1:54.256
2019,M2018037,0,0,0,0,0,0,0:.,0:.,:.
2019,M2018038,182,14,28,40,4.66,23.1,1:15.295,1:15.295,1:54.987
2019,M2018040,179,27,32,37,5.28,33,1:15.090,1:15.090,1:54.101
2019,M2018042,187,22,34,30,4.78,29.9,1:15.120,1:15.120,1:54.394
2019,M2018045,163,19,22,24,4.36,25.2,1:15.352,1:15.352,1:56.878
2019,M2018046,156,25,32,36,5.66,36.5,1:15.116,1:15.116,1:53.919
2019,M2018047,196,24,33,45,4.9,29.1,1:14.849,1:14.849,1:52.643
2019,M2018050,0,0,0,0,0,0,0:.,0:.,:.
2019,M2018051,135,48,25,23,6.81,54.1,1:13.340,1:13.340,1:50.768
2019,M2018052,0,0,0,0,0,0,0:.,0:.,:.
2019,M2018054,191,33,29,38,5.19,32.5,1:14.824,1:14.824,1:54.651
2019,M2018055,175,43,26,35,5.91,39.4,1:14.565,1:14.565,1:53.684
2019,M2018057,181,20,24,27,4.52,24.3,1:15.472,1:15.472,1:54.899
2019,M2018058,0,0,0,0,0,0,0:.,0:.,:.
2019,M2018059,184,37,26,33,5.19,34.2,1:14.830,1:14.830,1:54.459
2019,M2018061,168,33,31,34,5.58,38.1,1:14.739,1:14.739,1:53.524
2019,M2018062,134,15,15,18,4.28,22.4,1:15.930,1:15.930,1:55.596
2019,M2018065,126,28,23,26,6.1,40.5,1:14.272,1:14.272,1:53.900
2019,M2018066,196,25,30,45,4.98,28.1,1:15.173,1:15.173,1:56.049
2019,M2018068,175,33,37,29,5.6,40,1:15.439,1:15.439,1:53.760
2019,M2018069,138,12,14,21,3.94,18.8,1:16.174,1:16.174,1:55.404
2019,M2018071,164,36,35,32,6.07,43.3,1:15.535,1:15.535,1:54.622
2019,M2018072,174,36,31,21,5.49,38.5,1:14.360,1:14.360,1:53.134
2019,M2018075,186,28,31,23,4.75,31.7,1:15.445,1:15.445,1:54.629
2019,M2018081,136,43,31,24,6.82,54.4,1:14.795,1:14.795,1:52.263
2019,M2018082,154,10,17,28,4.03,17.5,1:17.141,1:17.141,1:55.588
2019,M2018086,150,12,22,23,4.47,22.7,1:16.311,1:16.311,1:55.465
2019,M2018087,0,0,0,0,0,0,0:.,0:.,:.
2019,M2018088,193,29,23,38,5.02,26.9,1:14.184,1:14.184,1:53.130
2019,M2018091,177,27,28,24,4.93,31.1,1:14.418,1:14.418,1:54.442
2019,M2018092,146,7,13,29,3.89,13.7,1:16.908,1:16.908,1:54.699
2019,M2018094,147,40,21,24,5.94,41.5,1:14.272,1:14.272,1:53.399
2019,M2018095,93,4,4,12,3.3,8.6,1:16.578,1:16.578,1:55.787
2019,M2018097,176,38,25,31,5.37,35.8,1:15.432,1:15.432,1:53.695
2019,M2018100,169,31,29,34,5.62,35.5,1:14.147,1:14.147,1:54.787
2019,M2016046,196,48,39,30,6.03,44.4,1:14.347,1:14.347,1:55.765
2019,M2016049,7,1,0,0,3,14.3,1:19.420,1:19.420,1:54.863
2019,M2016052,70,4,7,10,3.86,15.7,1:15.749,1:15.749,1:58.177
2019,M2016055,116,9,12,20,4.04,18.1,1:15.041,1:15.041,1:55.544
2019,M2016058,154,16,18,19,4.16,22.1,1:14.640,1:14.640,1:57.656
2019,M2016061,194,32,38,36,5.46,36.1,1:15.411,1:15.411,1:55.444
2019,M2016064,200,23,33,34,4.75,28,1:15.721,1:15.721,1:58.490
2019,M2016067,75,6,8,9,4.07,18.7,1:18.756,1:18.756,2:01.407
2019,M2016070,197,40,38,40,5.92,39.6,1:15.079,1:15.079,1:57.619
2019,M2016074,9,0,1,0,2.33,11.1,1:17.565,1:17.565,2:00.115
2019,M2016077,191,55,38,43,6.63,48.7,1:14.969,1:14.969,1:55.495
2019,M2016080,213,44,29,45,5.61,34.3,1:15.997,1:15.997,2:00.202
2019,M2016083,7,0,0,2,3.14,0,1:19.204,1:19.204,1:57.521
2019,M2016086,11,1,0,1,2.82,9.1,1:19.625,1:19.625,1:54.318
2019,M2016089,191,25,35,41,5.15,31.4,1:14.722,1:14.722,1:58.174
2019,M2016092,9,0,0,2,3,0,1:19.964,1:19.964,1:56.466
2019,M2016095,17,0,1,3,3.24,5.9,1:18.744,1:18.744,1:55.833
2019,M2016098,144,46,36,25,6.97,56.9,1:15.325,1:15.325,1:55.648
2019,M2016101,58,3,2,8,3.4,8.6,1:17.509,1:17.509,2:00.228
2019,M2016104,190,21,22,25,4.2,22.6,1:15.709,1:15.709,2:01.178
2019,M2016107,62,0,7,14,3.55,11.3,1:17.500,1:17.500,2:02.166
2019,M2016110,9,0,1,0,2.56,11.1,1:20.461,1:20.461,1:56.523
2019,M2016113,13,0,1,1,2.69,7.7,1:17.149,1:17.149,1:55.945
2019,M2016116,194,58,42,33,6.73,51.5,1:14.075,1:14.075,1:56.237
2019,M2016119,140,15,13,18,4.07,20,1:17.005,1:17.005,2:02.993
2019,M2016122,204,51,40,25,5.84,44.6,1:15.926,1:15.926,1:57.925
2019,M2016125,53,2,6,7,3.38,15.1,1:16.044,1:16.044,2:01.867
2019,M2016128,196,18,25,26,4.17,21.9,1:17.083,1:17.083,2:00.137
2019,M2016132,123,49,26,14,7.09,61,1:14.653,1:14.653,1:56.696
2019,M2016135,204,24,34,47,5.14,28.4,1:16.498,1:16.498,1:55.875
2019,M2016138,106,9,11,14,3.87,18.9,1:17.505,1:17.505,1:56.790
2019,M2016141,210,28,25,44,4.93,25.2,1:16.229,1:16.229,2:04.305
2019,M2016144,207,51,41,38,6.09,44.4,1:14.614,1:14.614,1:56.214
2019,M2016147,172,46,37,27,6.39,48.3,1:15.779,1:15.779,1:58.558
2019,M2016152,14,1,1,3,3.71,14.3,1:16.381,1:16.381,1:54.150
2019,M2016155,207,46,42,40,6,42.5,1:15.350,1:15.350,1:59.376
2019,M2016159,206,25,31,29,4.64,27.2,1:15.683,1:15.683,2:00.749
2019,M2018004,129,42,24,19,6.62,51.2,1:13.945,1:13.945,1:52.984
2019,M2018007,137,39,25,23,6.34,46.7,1:14.256,1:14.256,1:51.828
2019,M2018011,122,63,33,12,8.41,78.7,1:14.117,1:14.117,1:52.143
2019,M2018017,124,48,26,12,7.03,59.7,1:13.488,1:13.488,1:53.189
2019,M2018024,158,13,27,22,4.3,25.3,1:15.952,1:15.952,1:53.812
2019,M2018028,175,24,27,30,4.89,29.1,1:15.839,1:15.839,1:54.403
2019,M2018032,140,12,20,15,4.09,22.9,1:15.228,1:15.228,1:56.353
2019,M2018035,141,30,38,28,6.3,48.2,1:14.934,1:14.934,1:53.823
2019,M2018039,138,35,27,22,6.19,44.9,1:15.035,1:15.035,1:53.857
2019,M2018044,167,25,28,27,5.06,31.7,1:15.492,1:15.492,1:54.313
2019,M2018049,167,28,25,40,5.38,31.7,1:14.696,1:14.696,1:56.074
2019,M2018053,179,27,37,27,5.27,35.8,1:15.227,1:15.227,1:56.333
2019,M2018056,166,49,31,24,6.22,48.2,1:13.764,1:13.764,1:53.533
2019,M2018060,180,24,36,32,5,33.3,1:15.137,1:15.137,1:54.038
2019,M2018063,190,31,28,37,5.17,31.1,1:14.719,1:14.719,1:54.095
2019,M2018067,193,22,32,30,4.7,28,1:15.519,1:15.519,1:53.845
2019,M2018070,190,33,23,27,4.88,29.5,1:15.399,1:15.399,1:54.369
2019,M2018076,193,29,42,35,5.5,36.8,1:14.984,1:14.984,1:53.452
2019,M2018083,137,44,20,27,6.25,46.7,1:14.439,1:14.439,1:53.165
2019,M2018089,99,1,12,16,3.68,13.1,1:16.840,1:16.840,1:57.074
2019,M2018093,165,17,21,27,4.49,23,1:15.227,1:15.227,1:55.152
2019,M2018096,195,29,29,36,5.09,29.7,1:15.741,1:15.741,1:55.154
2019,M2018101,175,26,33,32,5.22,33.7,1:15.009,1:15.009,1:55.983
2019,M2018123,0,0,0,0,0,0,0:.,0:.,:.
2019,M2016013,106,14,19,18,4.92,31.1,1:16.035,1:16.035,1:54.289
2020,M2020077,2,1,1,0,9,100,1:31.463,1:31.463,:.
2020,M2020078,2,2,0,0,10,100,1:30.874,1:30.874,:.
2020,M2020079,2,2,0,0,10,100,1:31.104,1:31.104,:.
2020,M2020080,2,1,1,0,9,100,1:30.657,1:30.657,:.
2020,M2020082,4,0,0,0,3.25,0,1:34.518,1:34.518,:.
2020,M2020084,4,0,2,0,5.25,50,1:33.061,1:33.061,:.
2020,M2020085,2,0,1,0,5,50,1:32.086,1:32.086,:.
2020,M2020086,2,1,0,1,8,50,1:30.515,1:30.515,:.
2020,M2020087,3,0,0,0,1.33,0,1:34.559,1:34.559,:.
2020,M2020088,3,0,1,0,5.33,33.3,1:17.411,1:17.411,:.
2020,M2016140,14,1,0,3,3.5,7.1,1:19.341,1:19.341,1:54.988
2020,M2016139,189,15,40,35,4.81,29.1,1:14.978,1:14.978,1:57.853
2020,M2016138,106,9,11,14,3.87,18.9,1:17.505,1:17.505,1:56.790
2020,M2016137,10,1,0,0,3,10,1:17.277,1:17.277,1:57.535
2020,M2016136,199,30,47,36,5.48,38.7,1:15.731,1:15.731,1:58.046
2020,M2016135,204,24,34,47,5.14,28.4,1:16.498,1:16.498,1:55.875
2020,M2016134,199,26,26,35,4.71,26.1,1:16.375,1:16.375,2:01.898
2020,M2016133,126,10,16,17,4.09,20.6,1:16.300,1:16.300,2:04.825
2020,M2016132,123,49,26,14,7.09,61,1:14.653,1:14.653,1:56.696
2020,M2016131,137,17,9,26,4.18,19,1:15.893,1:15.893,1:54.541
2020,M2016130,206,45,45,29,5.83,43.7,1:15.932,1:15.932,1:56.487
2020,M2016129,196,39,46,46,6.09,43.4,1:15.570,1:15.570,1:56.168
2020,M2016128,196,18,25,26,4.17,21.9,1:17.083,1:17.083,2:00.137
2020,M2016127,215,25,36,40,4.8,28.4,1:15.957,1:15.957,2:00.607
2020,M2016126,212,48,32,38,5.66,37.7,1:14.923,1:14.923,2:00.414
2020,M2016125,53,2,6,7,3.38,15.1,1:16.044,1:16.044,2:01.867
2020,M2016124,216,26,41,33,4.81,31,1:15.278,1:15.278,1:56.723
2020,M2016123,51,3,2,4,3,9.8,1:17.696,1:17.696,1:55.325
2020,M2016122,204,51,40,25,5.84,44.6,1:15.926,1:15.926,1:57.925
2020,M2016121,199,52,39,35,6.23,45.7,1:15.086,1:15.086,1:55.133
2020,M2016120,208,23,28,41,4.66,24.5,1:15.242,1:15.242,1:59.330
2020,M2016119,140,15,13,18,4.07,20,1:17.005,1:17.005,2:02.993
2020,M2016118,187,26,42,37,5.56,36.4,1:15.448,1:15.448,1:53.830
2020,M2016117,13,0,1,1,3.08,7.7,1:17.447,1:17.447,1:58.208
2020,M2016116,194,58,42,33,6.73,51.5,1:14.075,1:14.075,1:56.237
2020,M2016115,186,17,26,38,4.6,23.1,1:16.524,1:16.524,1:58.419
2020,M2016114,124,50,29,16,7.23,63.7,1:13.618,1:13.618,2:01.461
2020,M2016113,13,0,1,1,2.69,7.7,1:17.149,1:17.149,1:55.945
2020,M2016112,210,33,38,41,5.31,33.8,1:14.036,1:14.036,1:56.061
2020,M2016111,141,12,20,16,4.19,22.7,1:15.953,1:15.953,1:56.583
2020,M2016110,9,0,1,0,2.56,11.1,1:20.461,1:20.461,1:56.523
2020,M2016109,8,0,0,0,1.63,0,1:19.830,1:19.830,2:00.435
2020,M2016108,23,3,6,4,5.17,39.1,1:14.940,1:14.940,1:52.612
2020,M2016107,62,0,7,14,3.55,11.3,1:17.500,1:17.500,2:02.166
2020,M2016106,215,42,51,38,5.82,43.3,1:15.336,1:15.336,1:55.544
2020,M2016105,14,0,2,3,3.29,14.3,1:16.354,1:16.354,1:57.636
2020,M2016104,190,21,22,25,4.2,22.6,1:15.709,1:15.709,2:01.178
2020,M2016103,211,33,43,49,5.68,36,1:16.035,1:16.035,2:04.054
2020,M2016102,195,29,34,37,5.1,32.3,1:14.985,1:14.985,1:59.400
2020,M2016101,58,3,2,8,3.4,8.6,1:17.509,1:17.509,2:00.228
2020,M2016100,3,0,0,1,3,0,1:21.194,1:21.194,1:58.470
2020,M2016099,97,5,14,14,4.06,19.6,1:16.418,1:16.418,1:58.406
2020,M2016098,144,46,36,25,6.97,56.9,1:15.325,1:15.325,1:55.648
2020,M2016097,122,61,27,12,7.93,72.1,1:15.194,1:15.194,1:55.025
2020,M2016096,9,0,0,1,3.11,0,1:18.836,1:18.836,1:55.656
2020,M2016095,17,0,1,3,3.24,5.9,1:18.744,1:18.744,1:55.833
2020,M2016094,11,0,0,1,3.09,0,1:18.162,1:18.162,1:56.642
2020,M2016093,157,12,32,22,4.7,28,1:16.603,1:16.603,2:00.513
