RACE_YEAR,PLAYER_REGIST_NO,PLAYER_NM,PRACE_NCNT,PRACE_1R_NCNT,PRACE_2R_NCNT,PRACE_3R_NCNT,PRACE_4R_NCNT,PRACE_5R_NCNT,PRACE_6R_NCNT,AVRG_CKSN_SCORE_VALUE,AVRG_ACDNT_SCORE_VALUE,AVRG_SCORE_VALUE,AVRG_BEGIN_TIME_VALUE,VICTRY_RT,YUNDAE_RT,THREE_YUNDAE_RT,PLAYER_GRAD_NM,PLAYER_PN_NO
2019,08-002,김민길,67,20,15,12,7,6,5,6.57,0.34,6.22,0.21,29.9,52.2,70.1,,
2019,08-003,송효석,69,20,14,16,7,7,5,6.61,0.21,6.4,0.25,29,49.3,72.5,,
2019,08-006,이동준,74,17,22,15,7,7,5,6.58,0.23,6.35,0.2,23,52.7,73,,
2019,08-007,전두식,70,10,8,16,10,15,11,4.87,0.01,4.86,0.27,14.3,25.7,48.6,,
2019,08-008,정주현,69,12,14,13,14,8,7,5.67,0.22,5.44,0.22,17.4,37.7,56.5,,
2019,08-009,한종석,80,21,15,16,11,8,8,6.19,0.08,6.11,0.21,26.3,45,65,,
2019,09-001,김지훈,65,17,11,7,10,12,6,5.69,0.39,5.3,0.18,26.2,43.1,53.8,,
2019,09-002,신현경,46,3,4,17,8,6,6,4.65,0.5,4.15,0.26,6.5,15.2,52.2,,
2019,10-002,김완석,78,34,13,10,9,4,8,7.22,0.1,7.12,0.16,43.6,60.3,73.1,,
2019,10-003,김태규,70,13,19,17,10,8,3,6.34,0.08,6.26,0.25,18.6,45.7,70,,
2019,10-004,박준호,53,3,7,6,14,15,8,4.08,0.16,3.92,0.24,5.7,18.9,30.2,,
2019,10-005,반혜진,72,10,19,17,12,5,6,5.86,0.34,5.52,0.26,13.9,40.3,63.9,,
2019,02-009,김재윤,49,2,8,6,14,10,8,4.16,0.46,3.7,0.29,4.1,20.4,32.7,,
2019,10-006,이경섭,82,19,17,21,13,7,5,6.45,0.07,6.38,0.21,23.2,43.9,69.5,,
2019,10-007,임태경,21,6,5,4,0,3,2,6.29,0.29,6,0.22,28.6,52.4,71.4,,
2019,11-001,기광서,78,21,13,16,11,5,10,6.15,0.12,6.03,0.21,26.9,43.6,64.1,,
2019,11-003,김강현,47,10,7,5,9,11,4,5.28,0.46,4.82,0.24,21.3,36.2,46.8,,
2019,11-004,김선웅,71,16,10,17,12,13,2,5.89,0.13,5.76,0.18,22.5,36.6,60.6,,
2019,11-005,김영민,62,7,9,20,10,9,6,5.26,0.15,5.11,0.27,11.3,25.8,58.1,,
2019,15-015,한유형,51,1,0,2,5,14,29,1.94,0.31,1.63,0.29,2,2,5.9,,
2019,15-014,조승민,65,4,0,3,8,15,35,2.38,0.06,2.32,0.22,6.2,6.2,10.8,,
2019,15-013,정승호,63,0,1,4,6,11,41,1.89,0.06,1.83,0.31,0,1.6,7.9,,
2019,15-012,정세혁,76,6,14,10,10,18,17,4.3,0.22,4.08,0.24,7.9,26.3,39.5,,
2019,15-011,이  인,68,7,10,11,14,8,17,4.49,0.06,4.43,0.31,10.3,25,41.2,,
2019,15-010,윤상선,42,0,2,2,3,7,26,1.9,0.64,1.26,0.29,0,4.8,9.5,,
2019,15-009,엄광호,38,0,1,4,1,12,15,1.97,0.93,1.04,0.18,0,2.6,13.2,,
2019,15-008,신선길,52,0,0,1,1,5,44,1.23,0.46,0.77,0.25,0,0,1.9,,
2019,15-007,송효범,62,2,2,2,7,15,33,2.24,0.15,2.09,0.26,3.2,6.5,9.7,,
2019,15-006,박민영,48,1,2,2,9,16,17,2.56,0.47,2.09,0.3,2.1,6.3,10.4,,
2019,15-005,김태영,61,4,3,3,7,16,27,2.77,0.14,2.63,0.29,6.6,11.5,16.4,,
2019,15-004,김채현,63,0,0,0,1,19,41,1.32,0.27,1.05,0.28,0,0,0,,
2019,15-003,김지영,62,7,3,9,8,23,12,3.84,0.11,3.73,0.29,11.3,16.1,30.6,,
2019,11-006,김응선,78,27,22,13,7,4,4,7.36,0.23,7.13,0.14,34.6,62.8,79.5,,
2019,15-002,김경일,43,3,7,6,7,11,7,4.16,0.65,3.51,0.26,7,23.3,37.2,,
2019,15-001,구남우,49,3,1,4,10,11,19,2.92,0.38,2.54,0.24,6.1,8.2,16.3,,
2019,14-012,하서우,49,0,1,5,8,13,21,2.39,0.35,2.04,0.36,0,2,12.2,,
2019,14-011,조규태,66,8,7,17,15,10,8,4.94,0.2,4.73,0.19,12.1,22.7,48.5,,
2019,14-010,이휘동,66,6,13,10,15,12,9,4.83,0.36,4.47,0.17,9.1,28.8,43.9,,
2019,14-009,이지은,48,1,0,7,9,15,15,2.77,0.44,2.33,0.29,2.1,2.1,16.7,,
2019,01-048,황만주,50,4,3,10,10,13,9,3.98,0.27,3.71,0.32,8,14,34,,
2019,14-008,서종원,59,1,7,7,12,9,21,3.31,0.23,3.08,0.21,1.7,13.6,25.4,,
2019,14-007,박원규,82,29,16,16,9,4,6,6.96,0.16,6.8,0.19,35.4,54.9,74.4,,
2019,14-006,문성현,61,3,5,5,6,21,20,3.05,0.19,2.86,0.26,4.9,13.1,21.3,,
2019,14-005,김은지,58,4,7,7,20,8,11,4.22,0.25,3.97,0.29,6.9,19,31,,
2019,14-004,김성찬,63,7,10,11,12,11,11,4.71,0.15,4.56,0.23,11.1,27,44.4,,
2019,14-003,권혁민,64,1,1,2,6,24,29,2.05,0.15,1.9,0.36,1.6,3.1,6.3,,
2019,14-002,구본선,59,1,5,10,13,14,15,3.47,0.28,3.19,0.24,1.7,10.2,27.1,,
2019,14-001,고정환,60,7,6,8,12,8,18,4.13,0.23,3.9,0.2,11.7,21.7,35,,
2019,13-009,최진혁,63,8,7,6,7,22,12,4.06,0.15,3.91,0.25,12.7,23.8,33.3,,
2019,13-008,이진휘,49,6,4,7,7,14,10,4.08,0.43,3.65,0.23,12.2,20.4,34.7,,
2019,13-007,이진우,74,20,11,12,13,6,11,5.95,0.27,5.68,0.2,27,41.9,58.1,,
2019,13-004,김태용,73,10,8,10,21,8,16,4.66,0.08,4.58,0.27,13.7,24.7,38.4,,
2019,13-002,김민준,56,17,12,7,10,3,4,6.45,0.5,5.95,0.17,30.4,51.8,64.3,,
2019,13-001,김도휘,69,14,13,12,17,11,2,5.93,0.04,5.89,0.23,20.3,39.1,56.5,,
2019,12-010,한성근,53,12,15,4,14,6,1,6.34,0.42,5.92,0.23,22.6,50.9,58.5,,
2019,12-009,조성인,72,33,12,15,4,3,4,7.68,0.23,7.45,0.16,45.8,62.5,83.3,,
2019,12-007,임정택,45,2,11,6,10,6,8,4.53,0.73,3.8,0.22,4.4,28.9,42.2,,
2019,12-006,이상문,68,6,5,10,16,12,19,3.93,0.04,3.88,0.26,8.8,16.2,30.9,,
2019,12-005,류석현,95,33,23,17,7,11,4,7.2,0.09,7.11,0.2,34.7,58.9,76.8,,
2019,12-004,박준현,50,9,7,10,5,10,6,5.04,0.77,4.27,0.21,18,32,52,,
2019,12-002,김인혜,75,18,19,10,15,6,6,6.27,0.1,6.17,0.22,24,49.3,62.7,,
2019,12-001,강영길,69,5,14,16,12,13,9,4.94,0.06,4.88,0.21,7.2,27.5,50.7,,
2019,11-015,정훈민,47,13,7,9,5,6,6,5.91,0.32,5.6,0.23,27.7,42.6,61.7,,
2019,02-008,김민천,80,26,15,13,11,13,2,6.7,0.05,6.65,0.24,32.5,51.3,67.5,,
2019,02-002,김기한,55,4,10,5,12,14,9,4.27,0.21,4.06,0.31,7.3,25.5,34.5,,
2019,11-014,전정환,65,7,13,13,7,16,8,4.94,0.12,4.82,0.24,10.8,30.8,50.8,,
2019,02-022,사재준,64,5,9,15,14,11,9,4.67,0.22,4.45,0.24,7.8,21.9,45.3,,
2019,02-019,박석문,71,13,13,19,7,8,9,5.68,0.25,5.42,0.17,18.3,36.6,63.4,,
2019,02-016,김효년,69,17,10,10,14,13,4,5.77,0.24,5.53,0.19,24.6,39.1,53.6,,
2019,02-015,김현철,72,29,15,11,8,4,4,7.29,0.18,7.11,0.23,40.3,61.1,76.4,,
2019,02-012,김종민,82,35,22,7,7,7,2,7.55,0.26,7.29,0.18,42.7,69.5,78,,
2019,11-012,서  휘,86,24,18,16,14,10,3,6.62,0.16,6.45,0.21,27.9,48.8,67.4,,
2019,11-011,박진서,68,10,13,16,11,10,8,5.47,0.1,5.38,0.28,14.7,33.8,57.4,,
2019,11-009,김희영,53,1,4,5,8,19,15,2.96,0.16,2.8,0.24,1.9,9.4,18.9,,
2019,11-008,김현덕,69,12,12,11,15,8,10,5.33,0.15,5.18,0.23,17.4,34.8,50.7,,
2019,11-007,김지현,82,17,22,17,12,7,5,6.32,0.18,6.14,0.24,20.7,47.6,68.3,,
2019,15-016,한준희,40,3,5,3,4,9,13,3.38,0.73,2.65,0.25,7.5,20,27.5,,
2019,01-030,우진수,54,8,9,8,12,10,6,5.13,0.3,4.83,0.21,14.8,31.5,46.3,,
2019,01-029,오세준,63,8,10,8,16,15,6,4.89,0.17,4.72,0.22,12.7,28.6,41.3,,
2019,01-026,서화모,59,14,10,9,11,13,2,5.86,0.12,5.75,0.25,23.7,40.7,55.9,,
2019,01-022,박민수,39,0,6,11,6,6,10,4.1,0.32,3.78,0.27,0,15.4,43.6,,
2019,01-019,나병창,65,11,20,14,5,12,3,6.18,0.11,6.08,0.32,16.9,47.7,69.2,,
2019,01-017,김창규,65,9,17,10,11,11,7,5.54,0.11,5.43,0.23,13.8,40,55.4,,
2019,01-016,김종목,63,2,3,11,14,16,17,3.41,0.06,3.35,0.27,3.2,7.9,25.4,,
2019,01-011,김명진,66,7,13,8,12,15,11,4.71,0.02,4.7,0.33,10.6,30.3,42.4,,
2019,01-009,김대선,64,3,9,10,17,14,11,4.2,0.14,4.06,0.25,4.7,18.8,34.4,,
2019,01-008,김국흠,53,9,7,8,7,15,7,4.89,0.28,4.6,0.26,17,30.2,45.3,,
2019,01-007,길현태,57,11,9,6,12,10,8,5.16,0.23,4.93,0.23,19.3,35.1,45.6,,
2019,01-006,권현기,68,7,11,11,11,17,11,4.6,0.13,4.48,0.3,10.3,26.5,42.6,,
2019,01-004,권명호,71,10,10,9,22,14,6,5.01,0.18,4.84,0.28,14.1,28.2,40.8,,
2019,01-003,곽현성,67,20,16,9,11,3,8,6.57,0.19,6.37,0.24,29.9,53.7,67.2,,
2019,01-002,강창효,44,5,7,7,6,7,11,4.48,0.55,3.93,0.24,11.4,27.3,43.2,,
2019,01-001,강지환,68,11,10,14,13,13,6,5.26,0.18,5.08,0.25,16.2,30.9,51.5,,
2019,01-031,윤영근,52,5,12,6,14,5,9,4.98,0.31,4.67,0.2,9.6,32.7,44.2,,
2019,01-035,이응석,48,3,10,11,6,4,14,4.63,0.23,4.4,0.18,6.3,27.1,50,,
2019,01-036,이태희,83,31,22,16,7,3,4,7.6,0.1,7.5,0.25,37.3,63.9,83.1,,
2019,01-037,이택근,59,12,10,14,10,9,4,5.86,0.16,5.7,0.21,20.3,37.3,61,,
2019,01-040,장영태,78,20,15,15,12,6,10,6.15,0.08,6.08,0.22,25.6,44.9,64.1,,
2019,01-042,정민수,69,14,10,14,13,12,5,5.62,0.25,5.37,0.24,20.3,34.8,55.1,,
2019,01-043,정용진,55,13,8,10,10,12,1,5.85,0.45,5.4,0.2,23.6,38.2,56.4,,
2019,01-044,정인교,45,2,7,5,8,13,9,3.84,0.53,3.31,0.23,4.4,20,31.1,,
2019,01-045,조현귀,70,5,6,10,19,12,18,3.94,0.09,3.86,0.27,7.1,15.7,30,,
2019,01-047,한  진,75,17,20,13,16,4,5,6.57,0.13,6.44,0.23,22.7,49.3,66.7,,
2019,09-005,홍기철,43,5,7,9,7,6,8,4.84,0.38,4.45,0.24,11.6,27.9,48.8,,
2019,02-023,손근성,33,5,5,5,7,8,3,5.12,0.11,5.02,0.23,15.2,30.3,45.5,,
2019,02-027,윤영일,60,7,3,9,13,11,17,3.98,0.2,3.78,0.25,11.7,16.7,31.7,,
2019,02-029,이용세,74,13,18,12,16,7,8,5.88,0.04,5.84,0.21,17.6,41.9,58.1,,
2019,02-031,이재학,59,7,12,7,10,10,12,4.75,0.32,4.42,0.25,11.9,32.2,44.1,,
2020,10-003,김태규,10,3,5,1,0,1,0,7.8,0,7.8,0.17,30,80,90,,
2020,01-003,곽현성,10,2,1,3,1,3,0,5.6,0.3,5.3,0.27,20,30,60,,
2020,01-004,권명호,8,0,2,1,3,1,1,4.63,0,4.63,0.31,0,25,37.5,,
2020,01-006,권현기,7,0,1,1,2,3,0,4,0.14,3.86,0.27,0,14.3,28.6,,
2020,01-007,길현태,7,3,1,1,0,1,1,6.71,0.29,6.43,0.22,42.9,57.1,71.4,,
2020,01-008,김국흠,7,1,0,1,1,1,3,3.57,0.14,3.43,0.17,14.3,14.3,28.6,,
2020,01-009,김대선,9,1,0,0,1,4,3,2.78,0,2.78,0.26,11.1,11.1,11.1,,
2020,01-011,김명진,8,2,0,2,0,2,2,4.75,0,4.75,0.3,25,25,50,,
2020,01-016,김종목,5,0,0,3,1,0,1,4.6,0,4.6,0.33,0,0,60,,
2020,01-017,김창규,10,3,1,0,1,5,0,5.2,0,5.2,0.14,30,40,40,,
2020,01-019,나병창,10,2,1,3,2,1,1,5.7,0.2,5.5,0.35,20,30,60,,
2020,01-026,서화모,10,1,1,2,3,3,0,4.8,0.3,4.5,0.25,10,20,40,,
2020,01-029,오세준,9,0,1,3,2,2,1,4.33,0.11,4.22,0.19,0,11.1,44.4,,
2020,01-030,우진수,10,2,2,3,1,2,0,6.2,0,6.2,0.18,20,40,70,,
2020,01-031,윤영근,5,1,0,0,2,2,0,4.4,0.6,3.8,0.19,20,20,20,,
2020,01-035,이응석,8,0,1,1,2,2,2,3.5,0,3.5,0.2,0,12.5,25,,
2020,01-036,이태희,6,1,2,1,2,0,0,6.67,0.5,6.17,0.23,16.7,50,66.7,,
2020,01-037,이택근,8,0,2,2,1,2,1,4.63,0.13,4.5,0.26,0,25,50,,
2020,01-040,장영태,10,1,2,3,4,0,0,6,0.1,5.9,0.17,10,30,60,,
2020,01-042,정민수,5,0,0,1,0,2,2,2.4,0.2,2.2,0.38,0,0,20,,
2020,01-043,정용진,9,3,1,3,0,1,1,6.56,0.17,6.39,0.24,33.3,44.4,77.8,,
2020,01-044,정인교,5,0,0,0,3,1,1,3,0.2,2.8,0.18,0,0,0,,
2020,01-045,조현귀,9,4,0,1,3,0,1,6.56,0.33,6.22,0.31,44.4,44.4,55.6,,
2020,01-047,한  진,10,3,3,0,2,2,0,6.6,0.2,6.4,0.23,30,60,60,,
2020,01-048,황만주,9,0,1,0,2,1,5,2.56,0.06,2.5,0.3,0,11.1,11.1,,
2020,02-002,김기한,9,0,0,1,3,2,3,2.78,0.22,2.56,0.25,0,0,11.1,,
2020,02-008,김민천,8,4,0,2,2,0,0,7.5,0.25,7.25,0.24,50,50,75,,
2020,02-009,김재윤,8,2,1,2,0,3,0,5.75,0.13,5.63,0.2,25,37.5,62.5,,
2020,02-010,김정구,8,2,1,1,3,1,0,6,0,6,0.19,25,37.5,50,,
2020,02-012,김종민,10,2,2,6,0,0,0,7.2,0.2,7,0.16,20,40,100,,
2020,02-015,김현철,7,3,1,1,0,2,0,6.86,0,6.86,0.18,42.9,57.1,71.4,,
2020,02-016,김효년,8,1,2,1,2,1,1,5.38,0.13,5.25,0.12,12.5,37.5,50,,
2020,02-019,박석문,2,1,0,0,0,0,1,5.5,1,4.5,0,50,50,50,,
2020,02-022,사재준,8,1,0,3,1,0,3,4.38,0.13,4.25,0.21,12.5,12.5,50,,
2020,02-023,손근성,10,2,3,1,2,0,2,6,0.3,5.7,0.23,20,50,60,,
2020,02-027,윤영일,6,1,0,3,1,1,0,5.67,0.67,5,0.19,16.7,16.7,66.7,,
2020,02-029,이용세,10,2,5,1,0,2,0,7,0.2,6.8,0.21,20,70,80,,
2020,02-031,이재학,9,0,0,2,3,3,1,3.44,0,3.44,0.28,0,0,22.2,,
2020,02-037,최광성,8,3,2,1,1,0,1,7.13,0,7.13,0.2,37.5,62.5,75,,
2020,02-038,최재원,8,1,3,1,1,0,2,5.75,0.13,5.63,0.31,12.5,50,62.5,,
2020,03-004,문안나,9,0,1,2,1,4,1,3.67,0,3.67,0.24,0,11.1,33.3,,
2020,03-005,박설희,6,1,0,2,1,1,0,4.67,2.67,2,0.24,16.7,16.7,50,,
2020,03-008,박정아,9,1,2,0,3,3,0,4.89,0,4.89,0.29,11.1,33.3,33.3,,
2020,03-011,이미나,5,3,1,0,0,1,0,8,0,8,0.07,60,80,80,,
2020,03-014,이주영,11,1,2,3,2,2,1,5.18,0.09,5.09,0.26,9.1,27.3,54.5,,
2020,03-015,이지수,7,1,2,2,1,0,1,6.14,0.14,6,0.23,14.3,42.9,71.4,,
2020,04-002,구현구,7,0,1,2,1,2,1,4.14,0,4.14,0.23,0,14.3,42.9,,
2020,04-005,김세원,8,0,3,0,1,3,1,4.38,0.13,4.25,0.2,0,37.5,37.5,,
2020,04-006,김종희,7,0,1,2,2,0,2,4.29,0,4.29,0.23,0,14.3,42.9,,
2020,04-007,민영건,6,1,1,2,2,0,0,6.33,0.33,6,0.18,16.7,33.3,66.7,,
2020,04-008,박상현,10,1,2,2,2,1,2,5,0,5,0.18,10,30,50,,
2020,04-010,신동길,9,1,1,4,2,0,1,5.67,0.22,5.44,0.26,11.1,22.2,66.7,,
2020,04-011,어선규,6,3,1,1,1,0,0,8,0,8,0.15,50,66.7,83.3,,
2020,04-012,원용관,7,4,2,0,1,0,0,8.57,0,8.57,0.14,57.1,85.7,85.7,,
2020,05-005,김희용,5,1,0,1,1,1,1,4.6,0,4.6,0.22,20,20,40,,
2020,05-006,박종덕,8,2,2,2,1,0,1,6.63,0,6.63,0.14,25,50,75,,
2020,05-009,이승일,9,3,2,0,2,1,1,6.33,0.11,6.22,0.19,33.3,55.6,55.6,,
2020,05-010,이종인,4,1,0,1,1,1,0,5.5,0.25,5.25,0.29,25,25,50,,
2020,05-011,주은석,7,1,2,2,0,1,0,5.71,0.57,5.14,0.19,14.3,42.9,71.4,,
2020,05-012,최영재,11,1,1,1,2,2,3,3.55,0.45,3.09,0.22,9.1,18.2,27.3,,
2020,06-001,권일혁,8,1,1,2,2,0,2,5,0.13,4.88,0.31,12.5,25,50,,
2020,06-003,김계영,6,1,1,1,1,0,1,4.83,2.67,2.17,0.25,16.7,33.3,50,,
2020,06-005,문주엽,5,0,1,1,2,1,0,4.8,0,4.8,0.28,0,20,40,,
2020,06-008,손제민,10,4,5,0,1,0,0,8.4,0.3,8.1,0.18,40,90,90,,
2020,06-009,손지영,6,1,1,1,1,1,1,5.17,0,5.17,0.25,16.7,33.3,50,,
2020,06-012,안지민,6,1,2,1,0,1,1,5.83,0.33,5.5,0.23,16.7,50,66.7,,
2020,06-013,양원준,8,1,1,4,0,0,1,5.38,2.13,3.25,0.23,12.5,25,75,,
2020,07-005,배혜민,9,2,0,2,1,1,3,4.56,0,4.56,0.23,22.2,22.2,44.4,,
2020,07-007,심상철,10,10,0,0,0,0,0,10,0,10,0.19,100,100,100,,
2020,07-008,류해광,7,1,0,4,0,1,1,5.29,0,5.29,0.25,14.3,14.3,71.4,,
2020,07-009,윤동오,7,1,0,1,2,1,2,4,0,4,0.32,14.3,14.3,28.6,,
2020,07-010,장수영,8,0,1,2,2,2,1,4.13,0.25,3.88,0.23,0,12.5,37.5,,
2020,07-011,정경호,12,2,5,2,0,2,1,6.42,0,6.42,0.23,16.7,58.3,75,,
2020,07-013,황이태,7,3,0,2,1,0,1,6.71,0.14,6.57,0.13,42.9,42.9,71.4,,
2020,08-001,김동경,9,0,1,1,3,0,4,3.33,0.17,3.17,0.33,0,11.1,22.2,,
2020,08-002,김민길,6,0,3,1,0,1,1,5.5,0,5.5,0.31,0,50,66.7,,
2020,08-003,송효석,7,2,2,2,0,0,1,7,0,7,0.16,28.6,57.1,85.7,,
2020,08-006,이동준,10,3,2,0,4,1,0,6.4,0,6.4,0.16,30,50,50,,
2020,08-007,전두식,8,0,2,1,1,2,2,4,0,4,0.25,0,25,37.5,,
2020,08-008,정주현,7,2,1,1,1,2,0,6,0,6,0.25,28.6,42.9,57.1,,
2020,08-009,한종석,7,1,0,3,1,1,1,5,0,5,0.32,14.3,14.3,57.1,,
2020,09-001,김지훈,9,1,3,0,1,2,2,4.89,0,4.89,0.21,11.1,44.4,44.4,,
2020,09-002,신현경,6,1,1,0,1,1,1,4.17,2.83,1.33,0.14,16.7,33.3,33.3,,
2020,09-005,홍기철,9,1,2,0,1,2,3,4.11,0,4.11,0.28,11.1,33.3,33.3,,
2020,10-002,김완석,7,1,1,2,2,1,0,5.71,0,5.71,0.23,14.3,28.6,57.1,,
2020,10-004,박준호,7,0,0,0,4,2,1,3,0.29,2.71,0.29,0,0,0,,
2020,10-005,반혜진,7,1,0,2,1,1,2,4.29,0,4.29,0.2,14.3,14.3,42.9,,
2020,10-006,이경섭,7,1,2,4,0,0,0,7.14,0.14,7,0.21,14.3,42.9,100,,
2020,10-007,임태경,8,1,4,1,0,1,1,6.38,0,6.38,0.27,12.5,62.5,75,,
2020,11-001,기광서,7,3,1,0,1,2,0,6.57,0,6.57,0.22,42.9,57.1,57.1,,
2020,11-003,김강현,8,1,3,2,0,2,0,6.25,0,6.25,0.19,12.5,50,75,,
2020,11-004,김선웅,10,1,1,2,2,4,0,4.6,0.2,4.4,0.15,10,20,40,,
2020,11-005,김영민,6,0,0,1,3,1,1,3.5,0.33,3.17,0.29,0,0,16.7,,
2020,11-006,김응선,10,3,2,2,2,1,0,6.8,0.2,6.6,0.15,30,50,70,,
2020,11-007,김지현,9,3,3,1,1,1,0,7.33,0.06,7.28,0.27,33.3,66.7,77.8,,
2020,11-008,김현덕,7,1,1,2,2,1,0,5.71,0.14,5.57,0.28,14.3,28.6,57.1,,
2020,11-011,박진서,8,0,0,1,2,5,0,3,0.13,2.88,0.25,0,0,12.5,,
2020,11-012,서  휘,9,4,2,0,1,1,1,7,0.11,6.89,0.14,44.4,66.7,66.7,,
2020,11-014,전정환,7,2,1,0,1,2,1,5.29,0,5.29,0.2,28.6,42.9,42.9,,
2020,11-015,정훈민,10,0,2,3,3,0,2,4.8,0.15,4.65,0.26,0,20,50,,
2020,12-001,강영길,7,0,1,0,2,2,2,3.14,0.14,3,0.15,0,14.3,14.3,,
2020,12-002,김인혜,8,4,1,0,1,2,0,7,0,7,0.15,50,62.5,62.5,,
2020,12-005,류석현,11,4,2,1,0,1,2,6,0.36,5.64,0.24,36.4,54.5,63.6,,
2020,12-006,이상문,4,1,2,0,0,0,0,6.5,3.75,2.75,0.16,25,75,75,,
2020,12-009,조성인,11,4,4,0,0,2,1,7,0.09,6.91,0.16,36.4,72.7,72.7,,
2020,12-010,한성근,10,3,5,1,0,0,1,7.7,0,7.7,0.22,30,80,90,,
2020,13-001,김도휘,7,2,2,0,3,0,0,6.86,0.29,6.57,0.12,28.6,57.1,57.1,,
2020,13-002,김민준,5,1,1,1,0,1,1,5.4,0,5.4,0.23,20,40,60,,
2020,13-004,김태용,9,0,0,1,0,3,4,1.78,0.44,1.33,0.33,0,0,11.1,,
2020,13-008,이진휘,4,1,0,1,0,2,0,5,0,5,0.25,25,25,50,,
2020,13-009,최진혁,6,0,1,0,2,3,0,3.67,0,3.67,0.24,0,16.7,16.7,,
2020,14-001,고정환,4,0,3,0,0,0,0,6,1,5,0.11,0,75,75,,
2020,14-002,구본선,4,0,0,1,1,0,2,3,0,3,0.2,0,0,25,,
2020,14-003,권혁민,6,0,0,0,3,1,2,2.67,0.08,2.58,0.26,0,0,0,,
2020,14-004,김성찬,5,0,1,0,1,2,1,3.4,0,3.4,0.29,0,20,20,,
2020,14-005,김은지,8,1,1,2,3,0,1,5.38,0.13,5.25,0.26,12.5,25,50,,
2020,14-006,문성현,7,1,0,0,0,1,5,2.43,0.14,2.29,0.2,14.3,14.3,14.3,,
2020,14-007,박원규,10,4,3,0,1,2,0,7.2,0,7.2,0.18,40,70,70,,
2020,14-008,서종원,7,0,2,0,0,1,3,3,2.21,0.79,0.2,0,28.6,28.6,,
2020,14-009,이지은,5,0,1,2,1,0,1,5,0,5,0.11,0,20,60,,
2020,14-010,이휘동,6,1,1,1,0,0,3,4.5,0,4.5,0.2,16.7,33.3,50,,
2020,14-011,조규태,9,3,0,4,1,1,0,6.67,0.11,6.56,0.16,33.3,33.3,77.8,,
2020,14-012,하서우,8,0,1,1,5,1,0,4.5,0,4.5,0.37,0,12.5,25,,
2020,15-001,구남우,4,0,0,0,2,0,1,2.25,1.5,0.75,0.24,0,0,0,,
2020,15-002,김경일,6,0,2,1,1,0,2,4.67,0,4.67,0.17,0,33.3,50,,
2020,15-003,김지영,7,1,3,1,0,2,0,6.29,0,6.29,0.18,14.3,57.1,71.4,,
2020,15-004,김채현,5,0,0,0,0,0,4,0.8,0.8,0,0.21,0,0,0,,
2020,15-005,김태영,6,0,0,0,2,1,2,2,2.5,-0.5,0.23,0,0,0,,
2020,15-006,박민영,6,0,1,1,1,2,1,3.83,0.5,3.33,0.22,0,16.7,33.3,,
2020,15-007,송효범,6,0,0,2,1,0,3,3.17,0,3.17,0.24,0,0,33.3,,
2020,15-008,신선길,5,0,0,0,0,0,5,1,0.4,0.6,0.19,0,0,0,,
2020,15-010,윤상선,8,0,0,0,0,2,6,1.25,0,1.25,0.31,0,0,0,,
2020,15-011,이  인,7,0,1,2,2,1,1,4.43,0,4.43,0.24,0,14.3,42.9,,
2020,15-013,정승호,7,0,0,1,0,2,4,2,0,2,0.34,0,0,14.3,,
2020,15-014,조승민,6,0,0,0,0,3,3,1.5,0,1.5,0.16,0,0,0,,
2020,15-016,한준희,6,0,0,1,1,3,1,2.83,0.08,2.75,0.18,0,0,16.7,,
2020,16-001,김보경,6,2,2,1,1,0,0,7.67,0,7.67,0.34,33.3,66.7,83.3,,
2020,16-002,김현주,7,1,0,0,2,2,2,3.43,0,3.43,0.21,14.3,14.3,14.3,,
2020,16-003,나종호,7,2,2,1,1,0,1,6.71,0,6.71,0.28,28.6,57.1,71.4,,
2020,16-004,박민성,4,0,0,3,0,0,0,4.5,4,0.5,0.13,0,0,75,,
2020,16-005,손유정,7,2,2,1,2,0,0,7.14,0,7.14,0.3,28.6,57.1,71.4,,
2020,16-006,염윤정,8,0,2,2,2,2,0,5,0.13,4.88,0.43,0,25,50,,
2020,16-007,오상현,9,0,0,1,2,3,3,2.56,0,2.56,0.41,0,0,11.1,,
2020,16-008,이수빈,9,0,1,3,1,2,1,3.89,0.44,3.44,0.48,0,11.1,44.4,,
2020,16-009,임지훈,6,2,0,0,1,2,1,4.83,0.33,4.5,0.3,33.3,33.3,33.3,,
2020,16-010,전동욱,8,2,2,0,1,1,1,5.38,0.5,4.88,0.25,25,50,50,,
2020,16-011,최인원,8,2,2,1,1,1,1,6.13,0,6.13,0.28,25,50,62.5,,
2020,16-012,홍진수,9,2,2,2,1,1,0,6,1.67,4.33,0.32,22.2,44.4,66.7,,
2020,01-001,강지환,7,0,2,1,2,2,0,4.86,0,4.86,0.24,0,28.6,42.9,,
2020,01-002,강창효,5,0,0,2,0,0,3,3,0.2,2.8,0.27,0,0,40,,
2020,02-040,한  운,8,0,2,1,4,1,0,5,0.13,4.88,0.24,0,25,37.5,,
2020,06-004,김동민,5,1,1,2,0,1,0,6.4,0,6.4,0.36,20,40,80,,
2020,07-003,김승택,4,1,0,1,0,1,1,4.75,0,4.75,0,25,25,50,,
2020,07-006,손동민,2,1,0,0,0,1,0,6,0,6,0,50,50,50,,
2020,12-004,박준현,2,0,1,0,0,1,0,5,0,5,0,0,50,50,,
2020,13-007,이진우,2,0,1,0,0,0,1,4.5,0,4.5,0,0,50,50,,
